model_name,theta_score,accuracy_overall,accuracy_stem,accuracy_nonstem,reasoning_sensitivity,semantic_sensitivity
lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048k-OpenBioLLM,-0.5697546,0.597137,0.497304,0.626045,-0.115833,-0.061954
openaccess-ai-collective/hippogriff-30b-chat,-0.5711784,0.585956,0.465588,0.62081,-0.099257,-0.057076
upstage/llama-30b-instruct,-0.5719497,0.591582,0.469077,0.627055,-0.11399,-0.082409
lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048kIO-OpenBioLLM,-0.5726952,0.597137,0.497304,0.626045,-0.115833,-0.061954
LeroyDyer/Mixtral_AI_CyberUltron_DPO,-0.5826877,0.587167,0.495401,0.613739,-0.100664,-0.053856
ehartford/WizardLM-33B-V1.0-Uncensored,-0.58596057,0.588307,0.469711,0.622647,-0.087387,-0.050223
altomek/CodeRosa-70B-AB1,-0.5859664,0.585031,0.492864,0.611718,-0.084109,-0.068849
Radiantloom/radiantloom-mixtral-8x7b-fusion-dpo,-0.5881259,0.588449,0.486204,0.618055,-0.106879,-0.082921
ruslanmv/Medical-Mixtral-7B-v2k,-0.58938473,0.590585,0.497938,0.617412,-0.094027,-0.045646
gradientai/Llama-3-8B-Instruct-Gradient-4194k,-0.59076554,0.585956,0.499207,0.611075,-0.103399,-0.095679
kyujinpy/SOLAR-Platypus-10.7B-v1,-0.60127157,0.588378,0.492864,0.616035,-0.081083,-0.066246
camel-ai/CAMEL-33B-Combined-Data,-0.6050468,0.58382,0.468126,0.61732,-0.094041,-0.049344
jondurbin/airoboros-33b-gpt4-1.3,-0.60827935,0.587167,0.468443,0.621545,-0.10515,-0.04661
DenLabs/llama-3-7B-DenBot,-0.6084372,0.584176,0.488424,0.611902,-0.127578,-0.097274
Henk717/chronoboros-33B,-0.60870516,0.587025,0.481763,0.617504,-0.086444,-0.053874
TheBloke/OpenAssistant-SFT-7-Llama-30B-HF,-0.6179032,0.578479,0.457025,0.613647,-0.090268,-0.074688
ehartford/samantha-1.1-llama-33b,-0.6190364,0.587025,0.471931,0.620351,-0.09738,-0.065532
LeroyDyer/Mixtral_AI_Cyber_2.0,-0.61918795,0.579761,0.497938,0.603453,-0.087782,-0.060675
jondurbin/airoboros-33b-gpt4-2.0,-0.6244319,0.577909,0.461465,0.611626,-0.100264,-0.068665
huggyllama/llama-30b,-0.6307293,0.58325,0.465271,0.617412,-0.085066,-0.069232
codellama/CodeLlama-70b-hf,-0.63089687,0.581968,0.493498,0.607586,-0.077766,-0.034392
cognitivecomputations/yayi2-30b-llama,-0.63131064,0.698832,0.665398,0.708513,-0.062388,0.002554
vicgalle/solarized-13B-dpo,-0.63169676,0.580615,0.486204,0.607953,-0.097633,-0.072463
huggingface/llama-30b,-0.6327254,0.58325,0.465271,0.617412,-0.085333,-0.071851
kyujinpy/SOLAR-Platypus-10.7B-v2,-0.6361076,0.588093,0.497938,0.614198,-0.069872,-0.050822
YeungNLP/firefly-llama-30b,-0.6508061,0.577411,0.463685,0.610341,-0.109331,-0.059909
ehartford/Wizard-Vicuna-30B-Uncensored,-0.6558748,0.580046,0.456708,0.615759,-0.084381,-0.067969
concedo/Vicuzard-30B-Uncensored,-0.65587527,0.578336,0.454171,0.61429,-0.085428,-0.065846
TheBloke/Wizard-Vicuna-30B-Uncensored-fp16,-0.6565652,0.580046,0.456708,0.615759,-0.084381,-0.067969
OpenBuddy/openbuddy-falcon-180b-v12-preview0,-0.6617593,0.58382,0.482081,0.613279,-0.100553,-0.059471
KnutJaegersberg/YaYi-30b-EverythingLM,-0.6629439,0.690571,0.64954,0.702452,-0.061167,-0.014137
OpenBuddyEA/openbuddy-llama-30b-v7.1-bf16,-0.66435724,0.576271,0.460831,0.609698,-0.086788,-0.070499
openaccess-ai-collective/manticore-30b-chat-pyg-alpha,-0.66439384,0.574704,0.452585,0.610065,-0.093463,-0.049215
ryan0712/llama-3-8b-slow-DUS-method-1,-0.66503984,0.585956,0.507453,0.608688,-0.105197,-0.050882
tiiuae/falcon-11B,-0.6725021,0.571001,0.472249,0.599596,-0.102273,-0.068021
MetaIX/GPT4-X-Alpasta-30b,-0.67416483,0.573779,0.462734,0.605933,-0.085285,-0.06396
Aspik101/Vicuzard-30B-Uncensored-instruct-PL-lora_unload,-0.6758812,0.574633,0.44973,0.6108,-0.079974,-0.06872
Aeala/GPT4-x-AlpacaDente2-30b,-0.6778352,0.564378,0.449096,0.597759,-0.085737,-0.079572
andrijdavid/Meta-Llama-3-13B-Instruct,-0.68309987,0.579405,0.497621,0.603086,-0.106918,-0.085809
ehartford/based-30b,-0.6834686,0.578336,0.467174,0.610524,-0.103084,-0.049703
Yhyu13/oasst-rlhf-2-llama-30b-7k-steps-hf,-0.684795,0.571571,0.461782,0.603361,-0.059648,-0.063288
jondurbin/airoboros-33b-2.1,-0.6850835,0.569506,0.450999,0.60382,-0.067101,-0.059239
ajibawa-2023/Uncensored-Frank-33B,-0.68725276,0.569933,0.450682,0.604463,-0.09402,-0.076787
Sao10K/Zephyrus-L1-33B,-0.6875504,0.569007,0.464954,0.599137,-0.096665,-0.08673
dsvv-cair/alpaca-cleaned-llama-30b-bf16,-0.6877794,0.570289,0.462734,0.601433,-0.089064,-0.058724
TehVenom/oasst-sft-6-llama-33b-xor-MERGED-16bit,-0.6908426,0.569862,0.459879,0.601708,-0.079625,-0.064054
jondurbin/airoboros-33b-gpt4-m2.0,-0.69134694,0.564734,0.452902,0.597116,-0.089051,-0.055315
minlik/chinese-alpaca-33b-merged,-0.69383746,0.563025,0.463051,0.591974,-0.084755,-0.037233
LeroyDyer/Mixtral_AI_SwahiliTron_7b,-0.6952789,0.572639,0.486521,0.597576,-0.103561,-0.033919
CallComply/SOLAR-10.7B-Instruct-v1.0-128k,-0.7065267,0.564307,0.467174,0.592433,-0.102243,-0.084239
FelixChao/vicuna-33b-coder,-0.71241784,0.569221,0.438947,0.606943,-0.088838,-0.046234
cloudyu/Mixtral_13Bx2_MOE_22B,-0.7147727,0.567013,0.442436,0.603086,-0.083515,-0.069109
ehartford/WizardLM-30B-Uncensored,-0.7175875,0.563595,0.442436,0.598678,-0.08938,-0.064873
LeroyDyer/Mixtral_AI_LCARS_,-0.71993613,0.558752,0.471614,0.583984,-0.089754,0.0013
tiiuae/falcon-40b,-0.7396176,0.558752,0.457342,0.588116,-0.066429,-0.02117
TheBloke/Wizard-Vicuna-30B-Uncensored-GPTQ,-0.7479416,0.562669,0.435775,0.599412,-0.08174,-0.050694
CalderaAI/30B-Epsilon,-0.7564279,0.55747,0.457659,0.586372,-0.091187,-0.052364
ausboss/llama-30b-supercot,-0.7583873,0.556758,0.451316,0.58729,-0.079195,-0.074935
Aeala/GPT4-x-AlpacaDente-30b,-0.7592462,0.554123,0.451633,0.5838,-0.086128,-0.071103
CalderaAI/30B-Lazarus,-0.7661599,0.555334,0.456391,0.583984,-0.078492,-0.05654
KeyonZeng/lion-gemma-2b,-0.770257,0.55804,0.492547,0.577004,-0.096891,-0.051307
openlynn/Llama-3-Soliloquy-8B,-0.7930765,0.557755,0.489375,0.577555,-0.100694,-0.042668
elinas/chronos-33b,-0.7950421,0.549494,0.449096,0.578566,-0.069824,-0.065287
DBCMLAB/Llama-3-instruction-constructionsafety-layertuning,-0.7969797,0.54394,0.453219,0.570208,-0.085418,-0.063603
codellama/CodeLlama-70b-Instruct-hf,-0.80119634,0.550207,0.47764,0.571219,-0.091584,-0.043515
OpenBuddy/openbuddy-falcon-40b-v16.1-4k,-0.8016661,0.547714,0.445607,0.57728,-0.078751,-0.034618
uukuguy/speechless-codellama-34b-v1.9,-0.8127648,0.552628,0.47764,0.574341,-0.07039,-0.057033
codellama/CodeLlama-70b-Python-hf,-0.8149852,0.546931,0.47986,0.566351,-0.102724,-0.077565
jukofyork/Eurus-70b-nca-fixed,-0.82117486,0.544581,0.457342,0.569841,-0.046882,-0.060353
jingyeom/SOLAR_KO_1.3_deup,-0.825066,0.548996,0.460514,0.574617,-0.083016,-0.036132
failspy/Llama-3-8B-Instruct-abliterated,-0.82863814,0.551631,0.465905,0.576453,-0.104583,-0.086339
ValiantLabs/Esper-70b,-0.8288106,0.544723,0.480178,0.563413,-0.084198,-0.030135
OpenBuddy/openbuddy-codellama2-34b-v11.1-bf16,-0.8362305,0.539239,0.464003,0.561025,-0.063863,-0.0202
vicgalle/SOLAR-13B-Instruct-v1.0,-0.84336394,0.543584,0.460831,0.567545,-0.082044,-0.035488
uukuguy/speechless-codellama-34b-v2.0,-0.84582806,0.539239,0.458294,0.562678,-0.066117,-0.040614
jukofyork/Eurus-70b-sft-fixed,-0.84744006,0.538456,0.453853,0.562953,-0.046388,-0.045039
Monero/WizardLM-Uncensored-SuperCOT-StoryTelling-30b,-0.849318,0.538741,0.425309,0.571586,-0.071158,-0.065728
LeroyDyer/Mixtral_AI_CyberBrain_Coder,-0.8527939,0.537103,0.44751,0.563045,-0.104716,-0.095695
TheBloke/robin-33B-v2-fp16,-0.85477495,0.535821,0.431335,0.566076,-0.056463,-0.055182
MayaPH/GodziLLa-30B,-0.85919,0.533186,0.438947,0.560474,-0.081937,-0.066859
ajibawa-2023/Python-Code-33B,-0.8617085,0.538385,0.433555,0.568739,-0.081182,-0.061755
Monero/WizardLM-30B-Uncensored-Guanaco-SuperCOT-30b,-0.8618732,0.531833,0.429432,0.561484,-0.071472,-0.059164
deepseek-ai/deepseek-math-7b-base,-0.86646557,0.548782,0.553124,0.547525,-0.095961,-0.040945
deepseek-ai/deepseek-math-7b-rl,-0.876023,0.548141,0.548049,0.548168,-0.07368,-0.051621
ehartford/dolphin-2.2-yi-34b-200k,-0.8769187,0.547429,0.467174,0.570668,-0.095308,-0.058527
codellama/CodeLlama-34b-Instruct-hf,-0.87744516,0.536106,0.458611,0.558545,-0.06315,-0.069298
cognitivecomputations/dolphin-2.2-yi-34b-200k,-0.881585,0.545364,0.465905,0.568372,-0.097964,-0.051721
codellama/CodeLlama-34b-hf,-0.8902582,0.532616,0.468443,0.551198,-0.050697,-0.030974
oobabooga/CodeBooga-34B-v0.1,-0.8912959,0.528913,0.458928,0.549178,-0.063924,-0.0211
ehartford/WizardLM-1.0-Uncensored-CodeLlama-34b,-0.8943697,0.530622,0.458294,0.551566,-0.071283,-0.021342
deepseek-ai/deepseek-math-7b-instruct,-0.89789766,0.540094,0.541072,0.539811,-0.087424,-0.059327
OpenBuddy/openbuddy-deepseek-10b-v17.1-4k,-0.90151435,0.518872,0.414209,0.549178,-0.085003,-0.058481
defog/sqlcoder-34b-alpha,-0.9020387,0.524783,0.463368,0.542566,-0.046449,-0.033447
timdettmers/guanaco-33b-merged,-0.905514,0.525851,0.427212,0.554413,-0.071806,-0.078848
chlee10/T3Q-Platypus-SOLAR,-0.9124632,0.52756,0.440216,0.552852,-0.073324,-0.080155
dddsaty/Open_Ko_SOLAR_DPO_Merge_v0.1,-0.91817945,0.530694,0.44973,0.554137,-0.092537,-0.056074
uukuguy/speechless-codellama-dolphin-orca-platypus-34b,-0.9237269,0.521649,0.435458,0.546607,-0.076565,-0.044998
migtissera/Synthia-34B-v1.2,-0.92759967,0.519228,0.444973,0.540729,-0.07244,-0.043288
ehartford/Samantha-1.11-CodeLlama-34b,-0.9306358,0.520367,0.453853,0.539627,-0.07012,-0.057118
AwanLLM/Awanllm-Llama-3-8B-Instruct-DPO-v0.2,-0.9362043,0.512249,0.432921,0.535219,-0.085971,-0.034367
ajibawa-2023/SlimOrca-Llama-3-8B,-0.9365765,0.521436,0.442753,0.544219,-0.069932,-0.051005
deepseek-ai/deepseek-llm-7b-chat,-0.9614936,0.51346,0.409451,0.543576,-0.093683,-0.046715
DrNicefellow/Mixtral-6x7B-Instruct-v0.1-bfloat16-Trimmed024567,-0.9624513,0.517448,0.446242,0.538066,-0.064976,-0.079716
mosaicml/mpt-30b-chat,-1.0022504,0.501852,0.421186,0.525209,-0.069854,-0.036505
ryan0712/llama-3-8b-DUS-initialized,-1.0084214,0.521364,0.459245,0.539352,-0.094782,-0.02721
kimwooglae/AISquare-Instruct-SOLAR-10.7b-v0.5.31,-1.0279986,0.521863,0.436093,0.546699,-0.100873,-0.098045
LeroyDyer/Mixtral_AI_MasterTron,-1.0435241,0.482267,0.427846,0.498026,-0.067261,-0.030026
deepseek-ai/deepseek-coder-7b-instruct-v1.5,-1.0492043,0.492024,0.451633,0.503719,-0.071107,-0.041667
TeeZee/Bielik-SOLAR-LIKE-10.7B-Instruct-v0.1,-1.0700817,0.484689,0.421503,0.502985,-0.045345,-0.043273
mosaicml/mpt-30b-instruct,-1.071746,0.486469,0.4085,0.509046,-0.072989,-0.03962
AwanLLM/Awanllm-Llama-3-8B-Dolfin-v0.3-DPO,-1.0728972,0.475573,0.418332,0.492148,-0.064811,-0.061767
LeroyDyer/Mixtral_AI_CyberCoder,-1.0758893,0.476998,0.381541,0.504638,-0.0662,-0.084826
Xwin-LM/XwinCoder-34B,-1.0802479,0.479276,0.412306,0.498668,-0.064192,-0.047125
ajibawa-2023/Code-Llama-3-8B,-1.0845516,0.477639,0.420869,0.494077,-0.085169,-0.0377
budecosystem/code-millenials-34b,-1.087217,0.483193,0.418015,0.502066,-0.057488,-0.011755
WizardLM/WizardCoder-Python-34B-V1.0,-1.094609,0.480843,0.419918,0.498485,-0.053641,-0.047674
codellama/CodeLlama-34b-Python-hf,-1.0987167,0.480131,0.396448,0.504362,-0.064054,-0.039864
mosaicml/mpt-30b,-1.102033,0.475431,0.40406,0.496097,-0.058989,-0.019963
ValiantLabs/Fireplace-34b,-1.1650169,0.480131,0.417697,0.498209,-0.041002,0.015645
deepseek-ai/deepseek-moe-16b-base,-1.1678666,0.452357,0.372978,0.475342,-0.067041,-0.043574
llm-agents/tora-code-34b-v1.0,-1.1836851,0.450221,0.390105,0.467628,-0.070842,-0.033316
facebook/galactica-30b,-1.1919097,0.455776,0.429432,0.463403,-0.092854,-0.084861
pansophic/gemma-2b-sft-preview,-1.2012993,0.447586,0.388202,0.464781,-0.107259,-0.063241
Columbia-NLP/gemma-2b-zephyr-dpo,-1.2718555,0.422447,0.369489,0.437781,-0.080235,-0.012856
Columbia-NLP/gemma-2b-zephyr-sft,-1.2739977,0.423302,0.367269,0.439526,-0.069645,-0.021013
VAGOsolutions/SauerkrautLM-Gemma-2b,-1.2862816,0.421877,0.363146,0.438883,-0.081414,-0.03569
KnutJaegersberg/Galpaca-30b-MiniOrca,-1.2891082,0.423586,0.402474,0.4297,-0.078157,-0.049206
rombodawg/Everyone-Coder-33b-Base,-1.2926617,0.424299,0.406597,0.429424,-0.039211,-0.010381
arvindanand/ValidateAI-3-33B-Ties,-1.2943096,0.424227,0.406597,0.429332,-0.039211,-0.010381
arvindanand/ValidateAI-2-33B-AT,-1.3031914,0.417604,0.400571,0.422537,-0.035342,-0.018147
OpenBuddy/openbuddy-deepseekcoder-33b-v16.1-32k,-1.3068808,0.413118,0.383444,0.42171,-0.05703,-0.037278
google/gemma-2b,-1.3149917,0.410127,0.366318,0.422812,-0.06986,-0.033152
Undi95/Mixtral-8x7B-MoE-RP-Story,-1.3172978,0.417391,0.360609,0.433832,-0.044129,-0.023882
facebook/opt-iml-max-30b,-1.3264923,0.406637,0.339676,0.426026,-0.042948,-0.037379
google/recurrentgemma-2b-it,-1.3306891,0.396596,0.358072,0.407751,-0.070259,-0.023863
wandb/gemma-2b-zephyr-sft,-1.3423382,0.406566,0.351729,0.422445,-0.086186,-0.072576
wandb/gemma-2b-zephyr-dpo,-1.3460977,0.404999,0.349826,0.420975,-0.086416,-0.077068
GeorgiaTechResearchInstitute/galpaca-30b,-1.3566753,0.403717,0.394228,0.406465,-0.067179,-0.044631
arvindanand/ValidateAI-33B-slerp,-1.3600873,0.388193,0.360926,0.396088,-0.028101,-0.038384
Zardos/A.I.Kant-Test_Llama-3-8B-Instruct_v0.1.1,-1.3631957,0.379077,0.349508,0.387639,-0.04015,-0.01001
glenn2/gemma-2b-lora3,-1.3762281,0.375872,0.337456,0.386996,-0.05203,-0.071903
Menouar/gemma-2b-chat,-1.3771408,0.392038,0.336188,0.40821,-0.080929,-0.04724
abhinand/gemma-2b-it-tamil-v0.1-alpha,-1.3777574,0.391468,0.344751,0.404996,-0.0714,-0.07795
Pierre-obi/Mistral_solar-slerp,-1.3846813,0.388264,0.327942,0.405731,-0.075137,-0.083174
TheBloke/CodeLlama-34B-Instruct-fp16,-1.3864344,0.381285,0.347288,0.391129,-0.031727,-0.040715
ehartford/CodeLlama-34b-Instruct-hf,-1.3879054,0.380857,0.347288,0.390578,-0.031727,-0.040715
Menouar/gemma-2b-chat-ultra,-1.3894186,0.388121,0.33365,0.403894,-0.087184,-0.048497
glenn2/gemma-2b-lora16b2,-1.3927935,0.376015,0.334919,0.387914,-0.06268,-0.063198
WhiteRabbitNeo/WhiteRabbitNeo-33B-v1,-1.395428,0.387409,0.372344,0.391772,-0.02843,-0.006708
anakin87/gemma-2b-orpo,-1.4000366,0.379077,0.358072,0.385159,-0.054775,-0.044228
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,-1.4066403,0.3763,0.339042,0.387088,-0.079791,-0.05929
abhinand/gemma-2b-tamil,-1.421978,0.37573,0.335553,0.387363,-0.061554,-0.025345
arvindanand/Deepseek-Wizard-33B-slerp,-1.432335,0.369249,0.356169,0.373037,-0.040485,-0.037725
chargoddard/llama-2-34b-uncode,-1.4330459,0.372312,0.339042,0.381945,-0.042844,-0.022023
deepseek-ai/deepseek-coder-6.7b-instruct,-1.4353392,0.372668,0.363146,0.375425,-0.031426,-0.001563
azarafrooz/gemma-2b-it-sp-test,-1.4442838,0.369962,0.298129,0.390761,-0.083849,-0.060853
StarFox7/gemma-2b-dpo-v1,-1.4442888,0.372668,0.322233,0.387272,-0.065886,-0.000795
abideen/gemma-2b-openhermes,-1.4453595,0.36989,0.297494,0.390853,-0.085694,-0.058692
azarafrooz/gemma-2b-it-nlai-p1,-1.445541,0.369463,0.29908,0.389843,-0.087774,-0.063458
azarafrooz/gemma-2b-it-nlai-v0,-1.4469366,0.369036,0.298446,0.389476,-0.086179,-0.061301
azarafrooz/gemma-2b-nlaf-v0,-1.4487256,0.369962,0.29908,0.390486,-0.088368,-0.067877
Changgil/K2S3-SOLAR-11b-v2.0,-1.4498214,0.364478,0.32255,0.376619,-0.038213,-0.060814
azarafrooz/gemma-2b-it-sp-test1,-1.4508466,0.369962,0.298129,0.390761,-0.083849,-0.060853
Syed-Hasan-8503/openhermes-gemma-2b-it,-1.4518799,0.36989,0.297494,0.390853,-0.085694,-0.058692
azarafrooz/gemma-2b-it-sp-test-openherms-step500,-1.4521822,0.369962,0.298129,0.390761,-0.083849,-0.060853
vicgalle/OpenHermes-Gemma-2B,-1.4531044,0.369463,0.32699,0.381761,-0.03915,-0.041168
MAISAAI/gemma-2b-coder,-1.4536988,0.369392,0.322233,0.383047,-0.072788,-0.048341
google/gemma-2b-it,-1.454121,0.369962,0.297812,0.390853,-0.085302,-0.058508
kreimben/CodeMind-gemma-2b,-1.4601991,0.364264,0.318744,0.377445,-0.070086,-0.060438
deepseek-ai/deepseek-coder-6.7b-base,-1.462053,0.365404,0.352046,0.369272,-0.043514,-0.014602
AIGym/deepseek-coder-6.7b-chat-and-function-calling,-1.4637135,0.366828,0.350777,0.371476,-0.030689,-0.033363
AIGym/deepseek-coder-6.7b-chat,-1.4638921,0.367255,0.343482,0.374139,-0.035508,-0.029243
unit-mesh/autodev-deepseek-6.7b-finetunes-poc,-1.4656969,0.360134,0.349508,0.363211,-0.029482,-0.040245
NousResearch/CodeLlama-34b-hf,-1.4676213,0.357357,0.34824,0.359996,-0.008581,-0.025371
jylee420/gemma-2b-data-std,-1.4869406,0.3476,0.330162,0.352649,-0.045428,-0.047297
lemon-mint/gemma-2b-translation-v0.103,-1.4938407,0.353084,0.307961,0.366149,-0.065693,-0.053469
TheBloke/CodeLlama-34B-Python-fp16,-1.5376965,0.326307,0.299397,0.334099,-0.003514,-0.027033
ehartford/CodeLlama-34b-Python-hf,-1.5429958,0.325666,0.299397,0.333272,-0.003514,-0.027033
bharadwajswarna/gemma-2b-sft-telugu,-1.5532147,0.316337,0.303838,0.319956,-0.019154,-0.05257
google/recurrentgemma-2b,-1.5535153,0.330366,0.323501,0.332354,-0.029348,-0.035758
Tensoic/Gemma-2B-Samvaad,-1.5815625,0.322817,0.290834,0.332078,-0.050279,-0.048526
TheBloke/Poro-34B-GPTQ,-1.588387,0.320325,0.283222,0.331068,-0.037853,-0.023895
jisukim8873/falcon-7B-case-3,-1.6056645,0.313773,0.287028,0.321517,-0.036014,0.011452
aloobun/Cypher-Mixtral-2x1.8B-v0.1,-1.6096512,0.312135,0.291786,0.318027,-0.018925,-0.02658
aloobun/Cypher-Laser-Mixtral-2x1.8B-v0.1,-1.6098974,0.313488,0.287028,0.32115,-0.04006,-0.056474
jisukim8873/falcon-7B-case-5,-1.614284,0.29661,0.283539,0.300395,-0.005231,-0.024371
ryan0712/llama-3-8b-slow-DUS-random-method2,-1.620637,0.297251,0.291786,0.298834,0.007831,0.001663
Phind/Phind-CodeLlama-34B-v1,-1.6290082,0.291055,0.276879,0.29516,0.013599,0.037027
jisukim8873/falcon-7B-case-8,-1.631735,0.30131,0.283539,0.306456,-0.006555,0.014995
souvik0306/falcon_7b_3epoch_norobots,-1.6405312,0.293334,0.280685,0.296997,0.010436,-0.002773
jisukim8873/falcon-7B-case-c,-1.6451288,0.288634,0.278148,0.29167,0.002002,-0.025242
deepseek-ai/deepseek-coder-1.3b-instruct,-1.6506295,0.283934,0.279416,0.285242,-0.000366,-0.018062
jisukim8873/falcon-7B-case-0,-1.6506637,0.288136,0.275928,0.29167,-0.016632,-0.010188
jisukim8873/falcon-7B-case-4,-1.6547085,0.28899,0.279734,0.29167,-0.001334,-0.012831
Changgil/K2S3-SOLAR-11b-v1.0,-1.6561067,0.29718,0.273073,0.30416,0.019345,-0.0129
jisukim8873/falcon-7B-case-1,-1.6575845,0.28899,0.279734,0.29167,-0.001334,-0.012831
tyson0420/mixtral_stack_llama,-1.6592113,0.280658,0.281002,0.280558,0.003782,-0.003901
gemmathon/gemma-2b-ko-dev-pbmt192,-1.6646792,0.281299,0.285125,0.280191,-0.019965,-0.015927
jisukim8873/falcon-7B-case-6,-1.6668131,0.285287,0.283539,0.285793,-0.004005,-0.002709
vicgalle/Miqu-6B-truthy,-1.6673111,0.268908,0.286077,0.263936,0.012923,0.064734
jisukim8873/falcon-7B-case-2,-1.6800836,0.288207,0.279416,0.290752,-0.014365,-0.020065
Phind/Phind-CodeLlama-34B-Python-v1,-1.6893984,0.280658,0.28576,0.279181,-0.000733,0.064633
yhyhy3/med-orca-instruct-33b,-1.6918952,0.26378,0.263241,0.263936,-0.008248,0.036993
csujeong/Falcon-7B-Fintued-Finance-Stock-E,-1.7136,0.272682,0.258801,0.276701,-0.012596,-0.023025
vihangd/neuralfalcon-1b-v1,-1.7162508,0.257015,0.280368,0.250253,0.008365,0.063539
KnutJaegersberg/falcon-1b-t-sft,-1.7395027,0.254309,0.257215,0.253467,0.011697,-0.040298
tiiuae/falcon-7b,-1.7444614,0.273109,0.255312,0.278262,-0.028733,0.007668
AIGym/deepseek-coder-1.3b-chat-and-function-calling,-1.755738,0.267341,0.283857,0.262559,0.016585,-0.034345
google/codegemma-2b,-1.7580119,0.275103,0.258484,0.279916,-0.056787,-0.004285
freecs/Tiny-Llama-3-7b,-1.7596788,0.247187,0.239454,0.249426,-0.009491,-0.040029
KaeriJenti/Kaori-34b-v2,-1.7619371,0.257442,0.26229,0.256038,0.011005,0.002909
euclaise/falcon_1b_stage3,-1.762072,0.251317,0.245798,0.252916,-0.011959,-0.068107
KaeriJenti/kaori-34b-v4,-1.7623569,0.257442,0.26229,0.256038,0.011005,0.002909
freecs/Llama-3-7b,-1.7635592,0.247187,0.239454,0.249426,-0.009491,-0.040029
facebook/opt-30b,-1.7664577,0.270403,0.26229,0.272752,0.031766,0.053694
BEE-spoke-data/Mixtral-GQA-400m-v2,-1.770879,0.26143,0.281319,0.255671,0.030118,0.050024
monology/mixtral-soup,-1.7716702,0.259009,0.275928,0.25411,0.039966,0.025812
NotAiLOL/Knight-Miqu-27B-MoE,-1.772489,0.265276,0.25563,0.268069,-0.047824,-0.057865
DrNicefellow/Mistral-6-from-Mixtral-8x7B-v0.1,-1.7779078,0.252742,0.287663,0.24263,0.025925,0.027341
ehristoforu/Llama-3-4b-community,-1.7782091,0.254949,0.244212,0.258059,-0.014957,0.006494
Zangs3011/falcon_7b_DolphinCoder,-1.7878493,0.264492,0.254678,0.267334,-0.015872,-0.002118
qblocks/falcon_7b_DolphinCoder,-1.7943555,0.264492,0.254678,0.267334,-0.015872,-0.002118
MayaPH/GodziLLa-30B-plus,-1.7956814,0.245122,0.235014,0.248048,-0.003044,-0.021094
DrNicefellow/Mistral-7-from-Mixtral-8x7B-v0.1,-1.7964917,0.252813,0.27117,0.247497,0.022318,0.05543
TheBloke/WizardLM-30B-GPTQ,-1.7965738,0.24562,0.253092,0.243457,0.020518,-0.011789
AIGym/deepseek-coder-1.3b-chat,-1.79856,0.257869,0.259435,0.257416,-0.017797,-0.023355
DrNicefellow/Mistral-1-from-Mixtral-8x7B-v0.1,-1.8011005,0.249537,0.272439,0.242906,0.027286,0.029549
DrNicefellow/Mistral-5-from-Mixtral-8x7B-v0.1,-1.8196812,0.250748,0.271487,0.244742,0.04024,0.016888
DrNicefellow/Mistral-3-from-Mixtral-8x7B-v0.1,-1.821145,0.256231,0.276562,0.250344,0.041091,-0.006005
ssmits/Falcon2-5.5B-multilingual,-1.8223609,0.239852,0.22772,0.243365,0.004387,0.022894
DrNicefellow/Mistral-2-from-Mixtral-8x7B-v0.1,-1.8256875,0.24441,0.244212,0.244467,0.031337,-0.020795
DrNicefellow/Mistral-4-from-Mixtral-8x7B-v0.1,-1.8287103,0.252314,0.263876,0.248967,0.039265,0.041819
Phind/Phind-CodeLlama-34B-v2,-1.8289064,0.252599,0.248018,0.253926,0.03333,0.102194
tiiuae/falcon-7b-instruct,-1.8353249,0.252101,0.230257,0.258426,-0.01751,-0.006368
monology/mixtral-ties,-1.8391128,0.244623,0.235966,0.24713,-7.3e-05,0.00098
KoboldAI/OPT-30B-Erebus,-1.8393803,0.246831,0.254044,0.244742,0.007028,-0.005156
KnutJaegersberg/Walter-Falcon-1B,-1.8399462,0.245549,0.245798,0.245477,-0.009635,-0.058084
TheBloke/robin-33B-v2-GPTQ,-1.8460317,0.236006,0.221376,0.240242,0.003288,-0.017373
DrNicefellow/Mistral-8-from-Mixtral-8x7B-v0.1,-1.8492935,0.250178,0.265144,0.245844,0.022492,0.020687
TheBloke/GPlatty-30B-SuperHOT-8K-fp16,-1.853072,0.252671,0.244529,0.255028,-0.027162,0.020516
Isotonic/TinyMixtral-4x248M-MoE,-1.8629204,0.25032,0.238186,0.253834,-0.016029,-0.019259
BarraHome/llama-3-orpo-v1-merged_16bit,-1.8637943,0.241775,0.233428,0.244191,-0.044657,-0.013324
ryan0712/llama-3-8b-slow-DUS-max-method2,-1.8683602,0.240635,0.256264,0.23611,-0.013777,-0.006749
monology/mixtral-4x7b_slerp,-1.8784592,0.24968,0.248018,0.250161,0.014092,0.047943
AIDC-ai-business/Marcoroni-70B,-1.880391,0.24092,0.228671,0.244467,-0.023066,0.005906
euclaise/falcon_1b_stage3_2,-1.8881612,0.237288,0.217571,0.242998,-0.011013,-0.05047
bhenrym14/airoboros-33b-gpt4-1.4.1-lxctx-PI-16384-fp16,-1.891057,0.237644,0.24548,0.235375,-0.004807,0.018866
euclaise/falcon_1b_stage1,-1.8978008,0.240066,0.241675,0.2396,0.00409,0.019241
