model_name,family,size_b,coarse_cluster,fine_cluster,accuracy_overall,accuracy_stem,accuracy_nonstem,rank_overall,rank_stem,rank_nonstem
budecosystem/code-millenials-34b,unclassified,34.0,unclassified:16-40B,code-millenials-34b,0.48319328,0.4180146,0.5020663,834,836,836
bunkalab/Phi-3-mini-128k-instruct-LinearBunkaScore-4.6k-DPO,phi,,phi:unknown,phi-3-mini-128k-instruct-linearbunkascore-4-6k-dpo,0.6871528,0.59847766,0.7128295,334,242,335
bunnycore/Blackbird-Llama-3-8B,llama,8.0,llama:4-9B,blackbird-llama-3-8b,0.6224897,0.53155726,0.6488199,662,640,667
camel-ai/CAMEL-33B-Combined-Data,unclassified,33.0,unclassified:16-40B,camel-33b-combined-data,0.58382,0.46812558,0.61732024,744,760,738
chargoddard/MelangeA-70b,unclassified,70.0,unclassified:40-80B,melangea-70b,0.71172196,0.5873771,0.74772704,192,272,188
chargoddard/MelangeB-70b,unclassified,70.0,unclassified:40-80B,melangeb-70b,0.7083037,0.5826197,0.7446965,200,296,196
chargoddard/MelangeC-70b,unclassified,70.0,unclassified:40-80B,melangec-70b,0.70958555,0.5829369,0.74625766,198,293,192
chargoddard/MixtralRPChat-ZLoss,mixtral,,mixtral:unknown,mixtralrpchat-zloss,0.6942743,0.5962575,0.7226559,289,250,308
chargoddard/llama-2-34b-uncode,llama,34.0,llama:16-40B,llama-2-34b-uncode,0.37231162,0.3390422,0.38194507,879,877,888
chargoddard/mixtralmerge-8x7B-rebalanced-test,mixtral,56.0,mixtral:40-80B,mixtralmerge-8x7b-rebalanced-test,0.6942031,0.599112,0.7217375,290,236,310
chihoonlee10/T3Q-ko-solar-dpo-v6.0,solar,,solar:unknown,t3q-ko-solar-dpo,0.6331719,0.53314304,0.6621361,623,633,613
chlee10/T3Q-Platypus-SOLAR,llama,,llama:unknown,t3q-platypus-solar,0.5275602,0.44021568,0.5528515,817,817,812
chlee10/T3Q-platypus-SOLAR-10.7B-v1.0,llama,10.7,llama:9-16B,t3q-platypus-solar-10-7b,0.6088164,0.5153822,0.63587105,702,695,705
chujiezheng/tulu-2-dpo-70b-ExPO,llama,70.0,llama:40-80B,tulu-2-dpo-70b-expo,0.69484407,0.5778624,0.728717,285,333,271
cloudyu/Mixtral-8x7B-Instruct-v0.1-DPO,mixtral,56.0,mixtral:40-80B,mixtral-8x7b-instruct-v0-1-dpo,0.70303375,0.6079924,0.73055375,241,213,258
cloudyu/Mixtral_11Bx2_MoE_19B,mixtral,19.0,mixtral:16-40B,mixtral-11bx2-moe-19b,0.6531833,0.56644464,0.6782992,484,411,510
cloudyu/Mixtral_13B_Chat,mixtral,,mixtral:unknown,mixtral-13b-chat,0.63701755,0.53441167,0.6667279,593,622,590
cloudyu/Mixtral_13Bx2_MOE_22B,mixtral,22.0,mixtral:16-40B,mixtral-13bx2-moe-22b,0.56701326,0.44243577,0.6030857,772,815,766
cloudyu/Mixtral_34Bx2_MoE_60B,mixtral,60.0,mixtral:40-80B,mixtral-34bx2-moe-60b,0.78015953,0.69394225,0.80512446,37,74,33
cloudyu/Mixtral_7Bx2_MoE,mixtral,,mixtral:unknown,mixtral-7bx2-moe,0.6436405,0.5363146,0.6747176,554,612,535
cloudyu/Mixtral_7Bx2_MoE_13B,mixtral,13.0,mixtral:9-16B,mixtral-7bx2-moe-13b,0.61515456,0.50491595,0.64707506,688,712,678
cloudyu/Mixtral_7Bx2_MoE_DPO,mixtral,,mixtral:unknown,mixtral-7bx2-moe-dpo,0.6429996,0.53377736,0.67462575,562,626,537
cloudyu/Mixtral_7Bx4_MOE_24B,mixtral,24.0,mixtral:16-40B,mixtral-7bx4-moe-24b,0.6207805,0.51760226,0.65065664,670,689,659
cloudyu/Mixtral_7Bx5_MoE_30B,mixtral,30.0,mixtral:16-40B,mixtral-7bx5-moe-30b,0.63701755,0.53250873,0.6672789,593,636,588
cloudyu/Mixtral_7Bx6_MoE_35B,mixtral,35.0,mixtral:16-40B,mixtral-7bx6-moe-35b,0.641148,0.5391691,0.6706768,572,596,568
cloudyu/Truthful_DPO_cloudyu_Mixtral_34Bx2_MoE_60B,mixtral,60.0,mixtral:40-80B,truthful-dpo-cloudyu-mixtral-34bx2-moe-60b,0.77980345,0.69235647,0.80512446,39,79,33
cloudyu/mixtral_7bx4_moe,mixtral,,mixtral:unknown,mixtral-7bx4-moe,0.6197835,0.51855373,0.6490954,676,684,665
codellama/CodeLlama-34b-Instruct-hf,codellama,34.0,codellama:16-40B,codellama-34b-instruct,0.536106,0.45861083,0.5585453,809,785,809
codellama/CodeLlama-34b-Python-hf,codellama,34.0,codellama:16-40B,codellama-34b-python,0.48013103,0.39644784,0.5043622,837,847,833
codellama/CodeLlama-34b-hf,codellama,34.0,codellama:16-40B,codellama-34b,0.53261644,0.46844274,0.5511985,812,757,814
codellama/CodeLlama-70b-Instruct-hf,codellama,70.0,codellama:40-80B,codellama-70b-instruct,0.55020654,0.47764033,0.57121867,789,747,793
codellama/CodeLlama-70b-Python-hf,codellama,70.0,codellama:40-80B,codellama-70b-python,0.5469306,0.47986045,0.56635135,796,746,800
codellama/CodeLlama-70b-hf,codellama,70.0,codellama:40-80B,codellama-70b,0.58196837,0.49349827,0.6075856,748,730,759
cognitivecomputations/Dolphin-2.9.1-Phi-3-Kensho-4.5B,phi,4.5,phi:4-9B,dolphin-2-9-1-phi-3-kensho-4-5b,0.6559607,0.56137013,0.68335015,454,456,451
cognitivecomputations/Llama-3-8B-Instruct-abliterated-v2,llama,8.0,llama:4-9B,llama-3-8b-instruct-abliterated,0.65852445,0.5727878,0.68335015,429,364,451
cognitivecomputations/MegaDolphin-120b,unclassified,120.0,unclassified:>80B,megadolphin-120b,0.6966244,0.57183635,0.7327578,276,368,242
cognitivecomputations/dolphin-2.2-yi-34b-200k,yi,34.0,yi:16-40B,dolphin-2-2-yi-34b-200k,0.5453639,0.4659055,0.5683718,797,764,798
cognitivecomputations/dolphin-2.9.1-llama-3-8b,llama,8.0,llama:4-9B,dolphin-2-9-1-llama-3-8b,0.5978493,0.5198224,0.6204426,717,680,729
cognitivecomputations/dolphin-2.9.1-yi-1.5-9b,yi,9.0,yi:9-16B,dolphin-2-9-1-yi-1-5-9b,0.693847,0.6406597,0.7092479,294,183,341
cognitivecomputations/mixtral-instruct-0.1-laser,mixtral,,mixtral:unknown,mixtral-instruct-0-1-laser,0.69826233,0.6060894,0.7249518,268,220,293
cognitivecomputations/yayi2-30b-llama,llama,30.0,llama:16-40B,yayi2-30b-llama,0.6988321,0.66539806,0.7085132,262,140,344
collaiborateorg/Collaiborator-MEDLLM-Llama-3-8B-v1,llama,8.0,llama:4-9B,collaiborator-medllm-llama-3-8b,0.64919525,0.5540755,0.67673796,522,520,524
concedo/Vicuzard-30B-Uncensored,unclassified,30.0,unclassified:16-40B,vicuzard-30b-uncensored,0.5783364,0.45417064,0.61428964,755,795,742
cookinai/Llama-3-SOLAR-v0.1,llama,,llama:unknown,llama-3-solar,0.63637656,0.54804945,0.66195244,602,551,617
cookinai/Llama-3-SOLAR-v0.2,llama,,llama:unknown,llama-3-solar,0.6341689,0.5461465,0.6596565,615,563,630
cookinai/NeuralLlama-3-ORPO,llama,,llama:unknown,neuralllama-3-orpo,0.6368751,0.55280685,0.66121775,597,532,623
cookinai/OrcaHermes-Mistral-70B-miqu,llama,70.0,llama:40-80B,orcahermes-mistral-70b-miqu,0.7544509,0.6590549,0.7820737,140,150,138
cstr/phi-3-orpo-v9_16,phi,,phi:unknown,phi-3-orpo-v9-16,0.6516166,0.58388835,0.6712279,511,287,563
csujeong/Falcon-7B-Fintued-Finance-Stock-E,falcon,7.0,falcon:4-9B,falcon-7b-fintued-finance-stock-e,0.27268195,0.25880113,0.27670127,928,943,928
databricks/dbrx-base,unclassified,,unclassified:unknown,dbrx-base,0.74035037,0.65842056,0.76407385,170,153,175
databricks/dbrx-instruct,unclassified,,unclassified:unknown,dbrx-instruct,0.73095,0.6447827,0.75590044,178,176,178
davidkim205/Rhea-72b-v0.2,unclassified,72.0,unclassified:40-80B,rhea-72b,0.7889902,0.71075165,0.8116448,27,37,23
davidkim205/Rhea-72b-v0.3,unclassified,72.0,unclassified:40-80B,rhea-72b,0.77980345,0.6977482,0.80356324,39,57,38
davidkim205/Rhea-72b-v0.4,unclassified,72.0,unclassified:40-80B,rhea-72b,0.789916,0.70853156,0.8134815,23,40,21
davidkim205/Rhea-72b-v0.5,unclassified,72.0,unclassified:40-80B,rhea-72b,0.78906137,0.7069458,0.8128387,25,43,22
dddsaty/Merge_Sakura_Solar,solar,,solar:unknown,merge-sakura-solar,0.6516878,0.56041867,0.67811555,510,466,511
dddsaty/Open_Ko_SOLAR_DPO_Merge_v0.1,solar,,solar:unknown,open-ko-solar-dpo-merge,0.53069365,0.44973043,0.55413723,814,806,811
dddsaty/SOLAR-Instruct-ko-Adapter-Attach,solar,,solar:unknown,solar-instruct-ko-adapter-attach,0.6518302,0.5588329,0.6787584,507,476,505
dddsaty/SOLAR_Merge_Adapter_DPO_Orca,solar,,solar:unknown,solar-merge-adapter-dpo-orca,0.62199116,0.5207739,0.6512995,666,679,656
ddobokki/Llama-2-70b-orca-200k,llama,70.0,llama:40-80B,llama-2-70b-orca-200k,0.66778237,0.5518554,0.70135,379,538,354
deepnight-research/llama-2-70B-inst,llama,70.0,llama:40-80B,llama-2-70b-inst,0.70759153,0.5918173,0.7411149,203,262,207
deepseek-ai/deepseek-coder-1.3b-instruct,deepseek,1.3,deepseek:1-4B,deepseek-coder-1-3b-instruct,0.2839339,0.27941644,0.285242,922,925,922
deepseek-ai/deepseek-coder-6.7b-base,deepseek,6.7,deepseek:4-9B,deepseek-coder-6-7b-base,0.3654038,0.35204569,0.36927176,894,865,896
deepseek-ai/deepseek-coder-6.7b-instruct,deepseek,6.7,deepseek:4-9B,deepseek-coder-6-7b-instruct,0.3726677,0.36314622,0.37542474,877,858,892
deepseek-ai/deepseek-coder-7b-instruct-v1.5,deepseek,7.0,deepseek:4-9B,deepseek-coder-7b-instruct,0.49202392,0.45163336,0.50371933,831,801,834
deepseek-ai/deepseek-llm-67b-base,deepseek,67.0,deepseek:40-80B,deepseek-llm-67b-base,0.71314627,0.6067237,0.7439618,189,216,199
deepseek-ai/deepseek-llm-67b-chat,deepseek,67.0,deepseek:40-80B,deepseek-llm-67b-chat,0.7209087,0.6089439,0.75332904,181,208,179
deepseek-ai/deepseek-llm-7b-chat,deepseek,7.0,deepseek:4-9B,deepseek-llm-7b-chat,0.5134596,0.4094513,0.54357606,828,840,822
deepseek-ai/deepseek-math-7b-base,deepseek,7.0,deepseek:4-9B,deepseek-math-7b-base,0.5487822,0.553124,0.54752505,792,529,818
deepseek-ai/deepseek-math-7b-instruct,deepseek,7.0,deepseek:4-9B,deepseek-math-7b-instruct,0.540094,0.541072,0.53981084,802,584,825
deepseek-ai/deepseek-math-7b-rl,deepseek,7.0,deepseek:4-9B,deepseek-math-7b-rl,0.5481413,0.54804945,0.5481679,793,551,817
deepseek-ai/deepseek-moe-16b-base,deepseek,16.0,deepseek:16-40B,deepseek-moe-16b-base,0.4523572,0.37297812,0.4753421,845,853,844
defog/sqlcoder-34b-alpha,unclassified,34.0,unclassified:16-40B,sqlcoder-34b-alpha,0.5247828,0.4633682,0.5425659,819,772,823
dfurman/HermesBagel-34B-v0.1,unclassified,34.0,unclassified:16-40B,hermesbagel-34b,0.7793049,0.69394225,0.80402243,42,74,37
dfurman/Llama-3-70B-Orpo-v0.1,llama,70.0,llama:40-80B,llama-3-70b-orpo,0.7882068,0.71487474,0.80944073,29,32,26
dfurman/Llama-3-8B-Orpo-v0.1,llama,8.0,llama:4-9B,llama-3-8b-orpo,0.6546076,0.56485885,0.6805951,460,427,475
dfurman/Mixtral-8x7B-peft-v0.1,mixtral,56.0,mixtral:40-80B,mixtral-8x7b-peft,0.67825097,0.59530604,0.70226836,350,254,351
dfurman/MoMoMerge-72B-v0.1,unclassified,72.0,unclassified:40-80B,momomerge-72b,0.22831506,0.21661909,0.23170172,996,984,996
dfurman/llama-2-70b-dolphin-peft,llama,70.0,llama:40-80B,llama-2-70b-dolphin-peft,0.6902863,0.57183635,0.72458446,325,368,295
dillfrescott/Nous-Hermes-2-SOLAR-10.7B-x2-MoE,solar,10.7,solar:9-16B,nous-hermes-2-solar-10-7b-x2-moe,0.6546076,0.553124,0.68399304,460,529,445
dreamgen/opus-v1-34b,unclassified,34.0,unclassified:16-40B,opus-v1-34b,0.7566586,0.6638122,0.78354305,133,143,130
dreamgen/opus-v1.2-llama-3-8b,llama,8.0,llama:4-9B,opus-v1-2-llama-3-8b,0.6532545,0.56200445,0.6796767,482,454,489
dsvv-cair/alpaca-cleaned-llama-30b-bf16,llama,30.0,llama:16-40B,alpaca-cleaned-llama-30b,0.57028913,0.4627339,0.6014326,766,775,769
ehartford/CodeLlama-34b-Instruct-hf,codellama,34.0,codellama:16-40B,codellama-34b-instruct,0.38085744,0.3472883,0.39057764,870,872,876
ehartford/CodeLlama-34b-Python-hf,codellama,34.0,codellama:16-40B,codellama-34b-python,0.32566586,0.2993974,0.3332721,903,894,902
ehartford/Samantha-1.11-70b,unclassified,70.0,unclassified:40-80B,samantha-1-11-70b,0.679248,0.5477323,0.71732944,347,554,328
ehartford/Samantha-1.11-CodeLlama-34b,codellama,34.0,codellama:16-40B,samantha-1-11-codellama-34b,0.52036744,0.45385346,0.53962713,824,796,826
ehartford/Wizard-Vicuna-30B-Uncensored,llama,30.0,llama:16-40B,wizard-vicuna-30b-uncensored,0.5800456,0.4567079,0.615759,750,792,740
ehartford/WizardLM-1.0-Uncensored-CodeLlama-34b,codellama,34.0,codellama:16-40B,wizardlm-1-0-uncensored-codellama-34b,0.5306224,0.45829368,0.5515658,815,786,813
ehartford/WizardLM-30B-Uncensored,unclassified,30.0,unclassified:16-40B,wizardlm-30b-uncensored,0.56359494,0.44243577,0.5986776,776,815,773
ehartford/WizardLM-33B-V1.0-Uncensored,unclassified,33.0,unclassified:16-40B,wizardlm-33b-v1-0-uncensored,0.5883065,0.4697114,0.6226467,730,754,724
ehartford/based-30b,unclassified,30.0,unclassified:16-40B,based-30b,0.5783364,0.4671741,0.61052436,755,761,753
ehartford/dolphin-2.2-70b,unclassified,70.0,unclassified:40-80B,dolphin-2-2-70b,0.693491,0.5699334,0.7292681,299,380,263
ehartford/dolphin-2.2-yi-34b-200k,yi,34.0,yi:16-40B,dolphin-2-2-yi-34b-200k,0.54742914,0.4671741,0.5706676,795,761,794
ehartford/samantha-1.1-llama-33b,llama,33.0,llama:16-40B,samantha-1-1-llama-33b,0.5870246,0.4719315,0.62035084,736,751,730
ehristoforu/Llama-3-4b-community,llama,4.0,llama:4-9B,llama-3-4b-community,0.25494945,0.24421187,0.25805858,943,962,937
elinas/Llama-3-13B-Instruct,llama,13.0,llama:9-16B,llama-3-13b-instruct,0.64584816,0.5394862,0.6766462,541,592,525
elinas/Llama-3-13B-Instruct-ft,llama,13.0,llama:9-16B,llama-3-13b-instruct-ft,0.6489104,0.5388519,0.68077874,524,599,473
elinas/Llama-3-15B-Instruct-ft-v2,llama,15.0,llama:9-16B,llama-3-15b-instruct-ft,0.6599487,0.5629559,0.6880338,423,446,421
elinas/Llama-3-15B-Instruct-zeroed,llama,15.0,llama:9-16B,llama-3-15b-instruct-zeroed,0.666999,0.5680305,0.6956562,385,395,376
elinas/Llama-3-15B-Instruct-zeroed-ft,llama,15.0,llama:9-16B,llama-3-15b-instruct-zeroed-ft,0.6642928,0.5658103,0.6928093,399,417,394
elinas/Llama-3-8B-Ultra-Instruct,llama,8.0,llama:4-9B,llama-3-8b-ultra-instruct,0.6686369,0.5765937,0.69528884,371,345,378
elinas/chronos-33b,unclassified,33.0,unclassified:16-40B,chronos-33b,0.5494944,0.4490961,0.57856554,790,808,785
elinas/chronos007-70b,unclassified,70.0,unclassified:40-80B,chronos007-70b,0.6911409,0.573105,0.72531915,319,359,291
ericzzz/falcon-rw-1b-chat,falcon,1.0,falcon:1-4B,falcon-rw-1b-chat,0.24305655,0.22740248,0.2475893,966,976,955
euclaise/falcon_1b_stage1,falcon,,falcon:unknown,falcon-1b-stage1,0.24006552,0.2416746,0.2395996,971,964,974
euclaise/falcon_1b_stage2,falcon,,falcon:unknown,falcon-1b-stage2,0.2371457,0.23215985,0.2385894,975,971,976
euclaise/falcon_1b_stage3,falcon,,falcon:unknown,falcon-1b-stage3,0.25131747,0.24579765,0.2529158,951,957,947
euclaise/falcon_1b_stage3_2,falcon,,falcon:unknown,falcon-1b-stage3-2,0.23728813,0.21757057,0.24299753,974,982,968
facebook/galactica-30b,unclassified,30.0,unclassified:16-40B,galactica-30b,0.45577553,0.42943227,0.46340343,844,826,847
facebook/opt-30b,opt,30.0,opt:16-40B,opt-30b,0.2704031,0.26228988,0.2727523,929,939,929
facebook/opt-iml-max-30b,unclassified,30.0,unclassified:16-40B,opt-iml-max-30b,0.40663722,0.3396765,0.42602625,858,876,855
failspy/Llama-3-8B-Instruct-abliterated,llama,8.0,llama:4-9B,llama-3-8b-instruct-abliterated,0.5516308,0.4659055,0.5764533,788,764,789
failspy/Meta-Llama-3-8B-Instruct-abliterated-v3,llama,8.0,llama:4-9B,meta-llama-3-8b-instruct-abliterated,0.6530409,0.5607358,0.67976856,485,462,488
failspy/llama-3-70B-Instruct-abliterated,llama,70.0,llama:40-80B,llama-3-70b-instruct-abliterated,0.7972511,0.73453856,0.81541,16,14,17
fblgit/LUNA-SOLARkrautLM-Instruct,solar,,solar:unknown,luna-solarkrautlm-instruct,0.6476998,0.5639074,0.67196256,531,434,555
fblgit/UNA-SOLAR-10.7B-Instruct-v1.0,solar,10.7,solar:9-16B,una-solar-10-7b-instruct,0.6516166,0.5623216,0.67747265,511,449,520
fblgit/UNA-SimpleSmaug-34b-v1beta,unclassified,34.0,unclassified:16-40B,una-simplesmaug-34b-v1beta,0.7761003,0.6901364,0.80099183,54,87,47
fblgit/una-xaberius-34b-v1beta,yi,34.0,yi:16-40B,una-xaberius-34b-v1beta,0.7911266,0.7120203,0.8140325,19,35,19
freecs/Llama-3-7b,llama,7.0,llama:4-9B,llama-3-7b,0.247187,0.2394545,0.24942602,957,965,951
freecs/Tiny-Llama-3-7b,llama,7.0,llama:4-9B,tiny-llama-3-7b,0.247187,0.2394545,0.24942602,957,965,951
g-ronimo/Meta-Llama-3-8B-Instruct-LessResistant,llama,8.0,llama:4-9B,meta-llama-3-8b-instruct-lessresistant,0.6585956,0.5635902,0.68610525,428,436,426
gaodrew/gaodrew-llama-30b-instruct-2048-Open-Platypus-100steps,llama,30.0,llama:16-40B,gaodrew-llama-30b-instruct-2048-open-platypus-100steps,0.5950007,0.49413258,0.6242079,720,729,721
garage-bAInd/Camel-Platypus2-70B,llama,70.0,llama:40-80B,camel-platypus2-70b,0.7000427,0.5702506,0.7376251,258,375,224
garage-bAInd/Dolphin-Platypus2-70B,llama,70.0,llama:40-80B,dolphin-platypus2-70b,0.6984048,0.56644464,0.73661494,265,411,228
garage-bAInd/Platypus-30B,llama,30.0,llama:16-40B,platypus-30b,0.64428145,0.5287028,0.6777482,550,655,516
garage-bAInd/Platypus2-70B,llama,70.0,llama:40-80B,platypus2-70b,0.7039595,0.5759594,0.74102306,228,349,211
garage-bAInd/Platypus2-70B-instruct,llama,70.0,llama:40-80B,platypus2-70b-instruct,0.7124341,0.58166826,0.75029844,191,309,184
gemmathon/gemma-2b-ko-dev-pbmt192,gemma,2.0,gemma:1-4B,gemma-2b-ko-dev-pbmt192,0.28129897,0.2851253,0.280191,923,913,924
gemmathon/gemma-2b-ko-v0,gemma,2.0,gemma:1-4B,gemma-2b-ko,0.24704458,0.25626388,0.24437505,959,946,964
glenn2/gemma-2b-lora16b2,gemma,2.0,gemma:1-4B,gemma-2b-lora16b2,0.3760148,0.33491912,0.38791442,874,882,880
glenn2/gemma-2b-lora3,gemma,2.0,gemma:1-4B,gemma-2b-lora3,0.37587237,0.3374564,0.38699606,875,879,885
google/codegemma-2b,gemma,2.0,gemma:1-4B,codegemma-2b,0.27510327,0.25848398,0.2799155,926,944,925
google/gemma-2b,gemma,2.0,gemma:1-4B,gemma-2b,0.41012678,0.36631778,0.422812,857,857,856
google/gemma-2b-it,gemma,2.0,gemma:1-4B,gemma-2b-it,0.36996153,0.2978116,0.39085317,880,902,870
google/recurrentgemma-2b,gemma,2.0,gemma:1-4B,recurrentgemma-2b,0.33036605,0.32350144,0.33235374,901,887,903
google/recurrentgemma-2b-it,gemma,2.0,gemma:1-4B,recurrentgemma-2b-it,0.39659593,0.35807168,0.40775093,862,862,862
gradientai/Llama-3-70B-Instruct-Gradient-262k,llama,70.0,llama:40-80B,llama-3-70b-instruct-gradient-262k,0.75452214,0.691405,0.77279824,139,82,160
gradientai/Llama-3-70B-Instruct-Gradient-524k,llama,70.0,llama:40-80B,llama-3-70b-instruct-gradient-524k,0.74825525,0.6828417,0.76719624,160,108,169
gradientai/Llama-3-8B-Instruct-1048k,llama,8.0,llama:4-9B,llama-3-8b-instruct-1048k,0.60603905,0.5122106,0.6332078,709,702,709
gradientai/Llama-3-8B-Instruct-262k,llama,8.0,llama:4-9B,llama-3-8b-instruct-262k,0.6382994,0.5334602,0.66865647,588,629,581
gradientai/Llama-3-8B-Instruct-Gradient-1048k,llama,8.0,llama:4-9B,llama-3-8b-instruct-gradient-1048k,0.62199116,0.51918805,0.6517587,666,681,655
gradientai/Llama-3-8B-Instruct-Gradient-4194k,llama,8.0,llama:4-9B,llama-3-8b-instruct-gradient-4194k,0.5859564,0.4992071,0.6110754,739,714,751
grimjim/Llama-3-Instruct-demi-merge-8B,llama,8.0,llama:4-9B,llama-3-instruct-demi-merge-8b,0.6692779,0.57691085,0.6960235,367,340,373
grimjim/llama-3-experiment-v1-9B,llama,9.0,llama:9-16B,llama-3-experiment-v1-9b,0.6568153,0.56137013,0.6844522,444,456,442
grimjim/llama-3-merge-avalon-8B,llama,8.0,llama:4-9B,llama-3-merge-avalon-8b,0.6635095,0.5727878,0.6897787,404,364,415
grimjim/llama-3-merge-pp-instruct-8B,llama,8.0,llama:4-9B,llama-3-merge-pp-instruct-8b,0.66244125,0.56834763,0.68968683,409,393,416
grimjim/llama-3-merge-virt-req-8B,llama,8.0,llama:4-9B,llama-3-merge-virt-req-8b,0.6541091,0.5635902,0.6803196,467,436,480
hfl/chinese-mixtral,mixtral,,mixtral:unknown,chinese-mixtral,0.6887196,0.599112,0.7146662,330,236,332
hfl/chinese-mixtral-instruct,mixtral,,mixtral:unknown,chinese-mixtral-instruct,0.7046005,0.61338407,0.73101294,219,198,252
hfl/llama-3-chinese-8b,llama,8.0,llama:4-9B,llama-3-chinese-8b,0.62234724,0.5391691,0.64643216,664,596,681
hfl/llama-3-chinese-8b-instruct,llama,8.0,llama:4-9B,llama-3-chinese-8b-instruct,0.6231306,0.5287028,0.65047294,660,655,660
hfl/llama-3-chinese-8b-instruct-v2,llama,8.0,llama:4-9B,llama-3-chinese-8b-instruct,0.6510469,0.5686648,0.67490125,516,391,534
hfl/llama-3-chinese-8b-instruct-v3,llama,8.0,llama:4-9B,llama-3-chinese-8b-instruct,0.666002,0.57691085,0.69179904,392,340,403
hjhj3168/Llama-3-8b-ortho-v2,llama,8.0,llama:4-9B,llama-3-8b-ortho,0.6311779,0.5379004,0.65818715,634,603,634
huggingface/llama-30b,llama,30.0,llama:16-40B,llama-30b,0.5832502,0.46527117,0.6174121,746,767,735
huggyllama/llama-30b,llama,30.0,llama:16-40B,llama-30b,0.5832502,0.46527117,0.6174121,746,767,735
ibivibiv/aegolius-acadicus-30b,unclassified,30.0,unclassified:16-40B,aegolius-acadicus-30b,0.64285713,0.5372661,0.67343193,564,607,545
ibivibiv/aegolius-acadicus-34b-v3,unclassified,34.0,unclassified:16-40B,aegolius-acadicus-34b,0.6159379,0.49888995,0.6498301,687,715,662
ibivibiv/aegolius-acadicus-v1-30b,unclassified,30.0,unclassified:16-40B,aegolius-acadicus-v1-30b,0.64285713,0.5369489,0.6735237,564,608,544
ibivibiv/alpaca-dragon-72b-v1,llama,72.0,llama:40-80B,alpaca-dragon-72b,0.7759578,0.6967967,0.7988796,57,60,62
ibivibiv/llama-3-8b-instruct-alpaca-gpt-4,llama,8.0,llama:4-9B,llama-3-8b-instruct-alpaca-gpt-4,0.63758725,0.547098,0.66378915,591,556,604
ibivibiv/megamarcoroni-120b,unclassified,120.0,unclassified:>80B,megamarcoroni-120b,0.7046005,0.5819854,0.7401047,219,306,216
ibivibiv/strix-rufipes-70b,unclassified,70.0,unclassified:40-80B,strix-rufipes-70b,0.6919242,0.5616873,0.7296354,313,455,260
invalid-coder/SOLAR-10.7B-Instruct-SOLARC-M-10.7B-slerp,solar,10.7,solar:9-16B,solar-10-7b-instruct-solarc-m-10-7b,0.65275604,0.5639074,0.6784829,492,434,508
invalid-coder/Sakura-SOLAR-Instruct-CarbonVillain-en-10.7B-v2-slerp,solar,10.7,solar:9-16B,sakura-solar-instruct-carbonvillain-en-10-7b,0.65353936,0.565176,0.6791257,478,424,496
investbrainsorg/BrokenLlama-3-8b,llama,8.0,llama:4-9B,brokenllama-3-8b,0.64292836,0.54012054,0.67269725,563,590,549
itsliupeng/Mixtral-8x7B-v0.1-top3,mixtral,56.0,mixtral:40-80B,mixtral-8x7b-v0-1-top3,0.70780516,0.6200444,0.733217,202,192,238
jan-ai/Solar-10.7B-SLERP,solar,10.7,solar:9-16B,solar-10-7b,0.6521151,0.5515382,0.68123794,501,540,469
jilp00/Hermes-2-SOLAR-10.7B-Symbolic,solar,10.7,solar:9-16B,hermes-2-solar-10-7b-symbolic,0.6457769,0.5394862,0.6765543,542,592,526
jilp00/Nous-Hermes-2-SOLAR-10.7B-v1.1,solar,10.7,solar:9-16B,nous-hermes-2-solar-10-7b,0.6534682,0.553124,0.68252367,480,529,456
jilp00/SOLAR-10.7B-tutored,solar,10.7,solar:9-16B,solar-10-7b-tutored,0.64684516,0.5369489,0.67866653,534,608,507
jingyeom/KoSoLAR-10.7B-v0.2_1.3_dedup_p,solar,10.7,solar:9-16B,kosolar-10-7b-v0-2-1-3-dedup-p,0.63181883,0.53377736,0.66020757,633,626,626
jingyeom/KoSoLAR-10.7B-v0.2_1.4_dedup,solar,10.7,solar:9-16B,kosolar-10-7b-v0-2-1-4-dedup,0.60084033,0.49603552,0.63118744,713,726,711
jingyeom/SOLAR_KO_1.3_deup,solar,,solar:unknown,solar-ko-1-3-deup,0.54899585,0.4605138,0.5746166,791,781,790
jingyeom/freeze_KoSoLAR-10.7B-v0.2_1.4_dedup,solar,10.7,solar:9-16B,freeze-kosolar-10-7b-v0-2-1-4-dedup,0.635522,0.5426578,0.66241163,606,580,612
jisukim8873/falcon-7B-case-0,falcon,7.0,falcon:4-9B,falcon-7b-case-0,0.2881356,0.2759277,0.2916705,920,930,916
jisukim8873/falcon-7B-case-1,falcon,7.0,falcon:4-9B,falcon-7b-case-1,0.28899017,0.2797336,0.2916705,916,923,916
jisukim8873/falcon-7B-case-2,falcon,7.0,falcon:4-9B,falcon-7b-case-2,0.28820682,0.27941644,0.29075214,919,925,920
jisukim8873/falcon-7B-case-3,falcon,7.0,falcon:4-9B,falcon-7b-case-3,0.31377298,0.28702822,0.32151714,907,909,906
jisukim8873/falcon-7B-case-4,falcon,7.0,falcon:4-9B,falcon-7b-case-4,0.28899017,0.2797336,0.2916705,916,923,916
jisukim8873/falcon-7B-case-5,falcon,7.0,falcon:4-9B,falcon-7b-case-5,0.29661018,0.28353947,0.3003949,913,915,912
jisukim8873/falcon-7B-case-6,falcon,7.0,falcon:4-9B,falcon-7b-case-6,0.285287,0.28353947,0.285793,921,915,921
