model_name,theta_stem,theta_nonstem,theta_stem_z,theta_nonstem_z,gap_z
jsk0214/Seagull-llama-3-8B-orpo-v0.5,-0.2744416,-0.15800005,-0.1528479,-0.12154833,-0.03129957
jukofyork/Dark-Miqu-70B,0.504317,1.0958403,0.6666141,1.0293977,-0.3627836
jukofyork/Dawn-Miqu-70B,0.53736687,0.9315104,0.7013914,0.87855333,-0.17716193
jukofyork/Dusk-Miqu-70B,0.510402,1.0066837,0.67301714,0.9475576,-0.27454048
jukofyork/Eurus-70b-nca-fixed,-0.85364705,-0.84074044,-0.7623267,-0.7482608,-0.014065921
jukofyork/Eurus-70b-sft-fixed,-0.8626759,-0.8657608,-0.77182746,-0.7712279,-0.0005995631
jylee420/gemma-2b-data-std,-1.380373,-1.5747744,-1.316583,-1.4220576,0.10547459
karakuri-ai/karakuri-lm-70b-chat-v0.1,-0.72773063,-0.49496788,-0.629829,-0.4308635,-0.19896549
kihoonlee/stock-solar-10.7b-v1,-0.37147245,-0.28402498,-0.25495028,-0.23723125,-0.01771903
kimwooglae/AISquare-Instruct-SOLAR-10.7b-v0.5.31,-1.0121962,-1.073162,-0.92916274,-0.9616091,0.032446384
kimwooglae/AISquare-Instruct-SOLAR-10.7b-v0.5.32,-0.3441072,-0.34495196,-0.22615473,-0.29315835,0.06700362
kodonho/Momo-70b-DPO-mixed,-1.8167268,-2.077129,-1.7757437,-1.8831872,0.10744345
kodonho/Solar-M-SakuraSolar-Mixed,-0.20361152,-0.20756587,-0.07831576,-0.16704662,0.088730864
kodonho/Solar-OrcaDPO-Solar-Instruct-SLERP,-0.07695533,0.018394837,0.054960378,0.040371012,0.014589366
kodonho/SolarM-SakuraSolar-SLERP,-0.044579104,-0.010822526,0.08902881,0.013551323,0.07547749
kreimben/CodeMind-gemma-2b,-1.3710018,-1.5301232,-1.306722,-1.3810706,0.07434857
krevas/SOLAR-10.7B,-0.47277066,-0.36842945,-0.36154306,-0.31470922,-0.046833843
kuotient/Seagull-Llama-3-8B-orpo-v0.1,-0.28057998,-0.19229648,-0.15930712,-0.15303028,-0.006276846
kuotient/Seagull-Llama-3-8B-orpo-v0.3,-0.21783155,-0.1276652,-0.09327902,-0.09370287,0.00042384863
kyujinpy/PlatYi-34B-200K-Q,1.2184695,1.0447531,1.4180932,0.98250294,0.43559027
kyujinpy/PlatYi-34B-200k-Q-FastChat,1.7090393,1.8107017,1.9343036,1.6855953,0.24870837
kyujinpy/PlatYi-34B-Llama,2.0156488,1.9673011,2.2569387,1.8293437,0.42759502
kyujinpy/PlatYi-34B-Llama-Q,2.1051462,2.0492072,2.3511138,1.9045284,0.44658542
kyujinpy/PlatYi-34B-Llama-Q-FastChat,2.0349264,2.1041012,2.2772238,1.9549176,0.32230628
kyujinpy/PlatYi-34B-Llama-Q-v2,1.5568234,1.974063,1.7741319,1.8355507,-0.06141877
kyujinpy/PlatYi-34B-Llama-Q-v3,0.981076,1.2878479,1.1682919,1.2056485,-0.037356615
kyujinpy/PlatYi-34B-LoRA,1.9693487,2.1072567,2.2082186,1.9578141,0.25040448
kyujinpy/PlatYi-34B-Q,1.7731128,2.0218284,2.0017262,1.8793963,0.12232983
kyujinpy/SOLAR-Platypus-10.7B-v1,-0.6482709,-0.6237678,-0.54621613,-0.54909366,0.0028775334
kyujinpy/SOLAR-Platypus-10.7B-v2,-0.6440052,-0.66863257,-0.5417275,-0.59027666,0.048549175
kyujinpy/Sakura-SOLAR-Instruct,-0.070852324,-0.013147689,0.061382372,0.01141697,0.049965404
kyujinpy/Sakura-SOLAR-Instruct-DPO-v1,-1.8266839,-2.0834897,-1.7862213,-1.8890259,0.10280466
kyujinpy/Sakura-SOLAR-Instruct-DPO-v2,-0.029953128,0.021316554,0.10441925,0.043052968,0.06136628
lcw99/llama-3-10b-it-ko-2024-0527,-0.33664504,-0.23506907,-0.21830253,-0.19229281,-0.026009724
lcw99/llama-3-10b-it-kor-extented-chang,-0.20301493,-0.048029598,-0.07768797,-0.020602414,-0.05708556
lcw99/llama-3-10b-it-kor-extented-chang-pro8,-0.3352828,-0.23204792,-0.2168691,-0.18951958,-0.027349517
lcw99/llama-3-8b-it-kor-extented-chang,-0.17018077,-0.053619638,-0.043137673,-0.025733719,-0.017403955
leejaymin/etri-ones-solar,-0.3622415,-0.3144434,-0.24523686,-0.26515344,0.01991658
leejunhyeok/MoMo-70B-LoRA-V1.2_1,0.16861121,0.77623993,0.31336194,0.73602486,-0.4226629
lemon-mint/gemma-2b-translation-v0.103,-1.4009159,-1.5675699,-1.3381996,-1.4154443,0.07724464
lightblue/suzume-llama-3-8B-multilingual,-0.17307903,-0.05845933,-0.046187416,-0.030176248,-0.016011167
lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048k-OpenBioLLM,-0.65787673,-0.56623375,-0.55632406,-0.49628103,-0.060043037
lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048kIO-OpenBioLLM,-0.6531315,-0.5707591,-0.55133075,-0.50043505,-0.05089569
lilloukas/GPlatty-30B,-0.51934665,-0.21662462,-0.4105534,-0.17536198,-0.23519142
lilloukas/Platypus-30B,-0.4614499,-0.19787687,-0.3496306,-0.15815273,-0.19147786
liuxiang886/llama2-70B-qlora-gpt4,0.085770614,0.6428915,0.22619154,0.6136195,-0.387428
llm-agents/tora-70b-v1.0,-0.01278816,0.49365672,0.122481376,0.47663134,-0.35414997
llm-agents/tora-code-34b-v1.0,-1.124986,-1.2459178,-1.0478477,-1.120188,0.07234025
llmixer/BigWeave-v15-103b,0.2699005,0.5687053,0.41994536,0.54552126,-0.1255759
llmixer/BigWeave-v16-103b,0.56828666,0.7341113,0.73392725,0.6973535,0.036573768
llmixer/BigWeave-v20-110b,0.18681751,0.577244,0.33251986,0.5533592,-0.22083935
lloorree/kssht-castor-70b,0.20704025,0.82790256,0.35379958,0.7834479,-0.42964834
lloorree/kssht-dahj-70b,0.16548736,0.9180312,0.31007484,0.8661803,-0.5561055
lloorree/kssht-euripedes-70b,0.1868063,0.77268004,0.33250806,0.73275715,-0.4002491
lmsys/vicuna-33b-v1.3,-0.79392666,-0.53883684,-0.6994849,-0.4711324,-0.22835249
logicker/SkkuDS-DPO-72B-v1,1.7183636,1.6269963,1.9441154,1.5169654,0.42715
logicker/SkkuDS-DPO-72B-v3,1.7325087,1.6060147,1.9589996,1.4977056,0.46129405
louisbrulenaudet/Maxine-34B-stock,1.74562,2.101697,1.9727963,1.9527106,0.020085692
louisbrulenaudet/Pearl-34B-dare,1.7375073,1.9954122,1.9642596,1.8551478,0.109111786
louisbrulenaudet/Pearl-34B-ties,1.7231373,2.0429194,1.9491385,1.8987565,0.050382018
luffycodes/higgs-llama-vicuna-ep25-70b,-0.35007402,-0.043919064,-0.23243341,-0.016829206,-0.2156042
macadeliccc/Opus-Samantha-Llama-3-8B,-0.34594646,-0.36460614,-0.22809012,-0.31119967,0.08310954
macadeliccc/Orca-SOLAR-4x10.7b,-0.09357994,0.07400297,0.03746685,0.091415755,-0.053948905
macadeliccc/SOLAR-10.7b-Instruct-dpo,-0.1180164,-0.0068330336,0.011753172,0.017213425,-0.005460253
macadeliccc/SOLAR-10.7b-Instruct-truthy-dpo,-0.1439883,-0.07032331,-0.015576199,-0.041066635,0.025490437
macadeliccc/SOLAR-math-2x10.7b,-0.12866202,0.06074186,0.0005511363,0.0792429,-0.078691766
macadeliccc/SOLAR-math-2x10.7b-v0.2,-0.08782823,-0.0041749664,0.04351919,0.019653361,0.02386583
macadeliccc/SmaugDolphin-60B,1.7200482,2.0760334,1.9458879,1.9291531,0.016734838
macadeliccc/laser-dolphin-mixtral-2x7b-dpo,-0.4564454,-0.28080514,-0.3443645,-0.23427564,-0.110088855
macadeliccc/laser-dolphin-mixtral-4x7b-dpo,-0.42825514,-0.28339252,-0.3147008,-0.23665069,-0.07805012
maldv/SFR-Iterative-DPO-LLaMA-3-8B-R,-0.09697892,-0.03689413,0.03389022,-0.010380762,0.044270985
malhajar/Platypus2-70B-instruct-4bit-gptq,-1.7818599,-2.06266,-1.7390544,-1.8699056,0.13085115
martyn/mixtral-megamerge-dare-8x7b-v2,0.008124751,0.100351125,0.14448735,0.1156017,0.028885648
martyn/solar-megamerge-dare-10.7b-v1,-0.16138348,-0.097932085,-0.033880576,-0.066409744,0.032529168
maywell/PiVoT-SOLAR-10.7B-RP,-0.32971486,-0.2237842,-0.21101014,-0.18193401,-0.02907613
maywell/kiqu-70b,0.82559764,1.3817008,1.0046871,1.2917995,-0.28711247
meta-llama/Llama-2-70b-hf,0.16812566,0.6132139,0.312851,0.5863773,-0.2735263
meta-llama/Meta-Llama-3-70B,1.4030786,1.7489041,1.6123513,1.628869,-0.016517758
meta-llama/Meta-Llama-3-70B-Instruct,1.8053777,2.0093582,2.0356774,1.8679495,0.16772795
meta-llama/Meta-Llama-3-8B,-0.18638995,-0.035508957,-0.060194064,-0.009109259,-0.051084805
meta-llama/Meta-Llama-3-8B-Instruct,-0.13238665,-0.016455717,-0.003368174,0.008380409,-0.011748583
meta-math/MetaMath-70B-V1.0,0.088057026,0.58038396,0.22859745,0.5562415,-0.32764405
microsoft/Phi-3-medium-128k-instruct,1.1972798,1.199461,1.3957961,1.1245149,0.27128112
microsoft/Phi-3-medium-4k-instruct,1.3784403,1.4654324,1.5864252,1.36866,0.21776521
microsoft/Phi-3-mini-128k-instruct,0.2698338,0.20044714,0.41987517,0.20748352,0.21239166
microsoft/Phi-3-mini-4k-instruct,0.29035392,0.28555876,0.4414678,0.2856106,0.1558572
migtissera/Llama-3-8B-Synthia-v3.5,-0.32821113,-0.1594157,-0.2094278,-0.12284781,-0.08657999
migtissera/SynthIA-70B-v1.5,0.07810948,0.7092046,0.21812998,0.6744907,-0.4563607
migtissera/Synthia-34B-v1.2,-0.89624816,-0.97929245,-0.8071544,-0.8754428,0.068288386
migtissera/Synthia-70B,0.05248278,0.47789782,0.19116384,0.4621657,-0.27100188
migtissera/Synthia-70B-v1.1,0.18690166,0.80304044,0.33260837,0.7606261,-0.4280177
migtissera/Synthia-70B-v1.2,0.20539047,0.7841143,0.35206357,0.74325305,-0.3911895
migtissera/Tess-2.0-Llama-3-70B,1.448058,1.8845533,1.6596817,1.7533864,-0.0937047
migtissera/Tess-2.0-Llama-3-70B-v0.2,1.4520023,1.7827196,1.6638321,1.6599095,0.0039225817
migtissera/Tess-2.0-Llama-3-8B,-0.17295524,-0.036941998,-0.046057165,-0.0104247,-0.035632465
migtissera/Tess-2.0-Mixtral-v0.2,0.24165717,0.43548647,0.3902258,0.42323473,-0.033008933
migtissera/Tess-2.0-Yi-34B-200K,1.2895771,1.5145006,1.4929174,1.4137014,0.079216
migtissera/Tess-34B-v1.4,1.3647122,1.5331888,1.5719796,1.430856,0.14112365
migtissera/Tess-34B-v1.5b,1.5993831,1.8624821,1.8189161,1.7331264,0.08578968
migtissera/Tess-70B-v1.6,0.6720268,1.2829458,0.8430896,1.2011487,-0.35805917
migtissera/Tess-72B-v1.5b,1.3323066,1.5970529,1.5378803,1.4894792,0.048401117
minlik/chinese-alpaca-33b-merged,-0.80040413,-0.68792015,-0.7063009,-0.60798144,-0.09831947
mistral-community/Mixtral-8x22B-v0.1,1.3280953,1.5135835,1.5334488,1.4128596,0.12058926
mistralai/Mixtral-8x22B-Instruct-v0.1,1.3128252,1.5601903,1.5173806,1.4556417,0.06173885
mistralai/Mixtral-8x22B-v0.1,1.3227872,1.5622741,1.5278633,1.4575545,0.070308805
mistralai/Mixtral-8x7B-Instruct-v0.1,0.298827,0.49234724,0.45038375,0.47542936,-0.025045604
mistralai/Mixtral-8x7B-v0.1,0.45728308,0.49983597,0.6171219,0.48230353,0.13481835
mlabonne/ChimeraLlama-3-8B,-0.109577045,0.06705588,0.020633627,0.08503877,-0.06440514
mlabonne/ChimeraLlama-3-8B-v2,-0.05771514,0.10152524,0.0752062,0.11667946,-0.041473262
mlabonne/ChimeraLlama-3-8B-v3,-0.02815477,0.1465667,0.106311604,0.15802468,-0.05171308
mlabonne/Llama-3-8B-Instruct-abliterated-dpomix,-0.08681136,0.02437643,0.044589203,0.045861736,-0.0012725331
mlabonne/Meta-Llama-3-12B-Instruct,-0.15750118,0.013153966,-0.029795356,0.035560224,-0.065355584
mlabonne/OrpoLlama-3-8B,-0.22808444,-0.11709598,-0.1040678,-0.08400098,-0.02006682
mmnga/Llama-3-70B-japanese-suzume-vector-v0.1,1.9232928,2.044654,2.1597555,1.9003487,0.2594068
mncai/yi-34B-v2,1.5490137,1.9031042,1.7659141,1.770415,-0.004500866
mncai/yi-34B-v3,1.6073185,1.8676949,1.8272662,1.7379113,0.08935487
mobidic/solar-10b-platypus-lora,-0.43526095,-0.41931823,-0.3220728,-0.36142188,0.03934908
monology/mixtral-4x7b_slerp,-1.7046996,-1.9985492,-1.6578612,-1.811056,0.15319479
monology/mixtral-soup,-1.5691944,-1.888071,-1.5152736,-1.709644,0.19437039
monology/mixtral-ties,-1.7039729,-1.945646,-1.6570966,-1.7624943,0.1053977
moreh/MoMo-70B-LoRA-V1.4,1.4367075,1.6820551,1.6477379,1.5675058,0.080232024
moreh/MoMo-70B-lora-1.8.5-DPO,1.5362282,1.7437578,1.7524602,1.624145,0.12831521
moreh/MoMo-70B-lora-1.8.6-DPO,1.6106749,1.6905954,1.830798,1.5753453,0.25545275
moreh/MoMo-72B-LoRA-V1.4,1.5089678,1.6894917,1.7237749,1.5743322,0.14944267
moreh/MoMo-72B-lora-1.8.7-DPO,1.5400764,1.7195146,1.7565095,1.6018913,0.15461826
mosaicml/mpt-30b,-1.096386,-1.1568674,-1.0177529,-1.0384454,0.020692468
mosaicml/mpt-30b-chat,-0.97431266,-1.0382125,-0.88929915,-0.92952776,0.040228605
mosaicml/mpt-30b-instruct,-1.0424045,-1.1109455,-0.96094996,-0.996292,0.035342038
msu-rcc-lair/ruadapt_solar_10.7_darulm_unigram_proj_init_twostage_v1,-0.40794706,-0.3972248,-0.2933313,-0.34114155,0.047810256
mychen76/openmixtral-4x7b-merged,-0.23725612,-0.095837,-0.11371886,-0.064486586,-0.049232274
mychen76/openmixtral-6x7b-v2,-0.26343554,-0.110279694,-0.1412666,-0.07774407,-0.06352253
namespace-Pt/Llama-3-8B-Instruct-80K-QLoRA,-0.34416342,-0.2749287,-0.22621387,-0.22888142,0.0026675463
naseerfaheem/SOLAR-10.7B-Instruct-ties,-0.052559555,0.014476554,0.08063125,0.036774278,0.04385697
nbeerbower/llama-3-bophades-v2-8B,-0.21822812,-0.19039471,-0.09369631,-0.15128458,0.057588264
nbeerbower/llama-3-dragonmaid-8B-v2,-0.042654585,0.14738137,0.09105392,0.1587725,-0.06771858
nbeerbower/llama-3-gutenberg-8B,0.0198528,0.098598674,0.15682839,0.11399306,0.042835325
nbeerbower/llama-3-sauce-v2-8B,-0.02005506,0.12126984,0.114834666,0.13480376,-0.01996909
nbeerbower/llama-3-slerp-kraut-dragon-8B,-0.03832631,0.111565106,0.09560843,0.12589543,-0.030286998
nbeerbower/llama-3-spicy-8B,-0.1534187,-0.26173422,-0.025499506,-0.21676973,0.19127022
nbeerbower/llama-3-spicy-abliterated-stella-8B,-0.05160464,0.09893256,0.08163607,0.11429954,-0.032663472
nbeerbower/llama-3-stella-8B,0.0102024125,0.12613456,0.14667359,0.13926926,0.0074043274
nbeerbower/llama-3-stella-truthy-dpo-8B,-0.0035932495,0.10532364,0.13215688,0.12016616,0.011990719
nbeerbower/llama-3-stinky-8B,-0.04267764,0.15725434,0.09102967,0.16783525,-0.076805584
nbeerbower/llama-3-stinky-v2-8B,-0.03222612,0.109696366,0.10202746,0.12418004,-0.02215258
nbeerbower/llama-3-wissenschaft-8B,0.017755233,0.10384307,0.15462117,0.118807085,0.035814084
nbeerbower/llama-3-wissenschaft-8B-v2,0.0029178497,0.08009532,0.1390083,0.097008154,0.042000145
nisten/smaugzilla-77b,-1.7958125,-2.0182376,-1.7537363,-1.8291287,0.075392485
nvidia/Llama3-ChatQA-1.5-70B,1.2474641,1.5672253,1.4486033,1.4620994,-0.0134961605
ontocord/phi-3-22b,1.026749,1.1205838,1.2163521,1.0521107,0.16424143
oobabooga/CodeBooga-34B-v0.1,-0.8454424,-0.94030684,-0.7536932,-0.8396565,0.08596325
openaccess-ai-collective/hippogriff-30b-chat,-0.7958919,-0.55481714,-0.7015528,-0.4858013,-0.2157515
openaccess-ai-collective/manticore-30b-chat-pyg-alpha,-0.83656305,-0.62302256,-0.7443498,-0.5484096,-0.1959402
openlynn/Llama-3-Soliloquy-8B,-0.7178947,-0.85242754,-0.61947894,-0.7589888,0.13950986
openlynn/Llama-3-Soliloquy-8B-v2,-0.24066392,-0.27780253,-0.117304765,-0.23151943,0.114214666
openlynn/Llama-3-Soliloquy-Max-70B-v1,-0.31793457,-0.5024193,-0.19861414,-0.43770343,0.2390893
openthaigpt/openthaigpt-1.0.0-70b-chat,-0.40832528,-0.018121853,-0.2937293,0.006851002,-0.3005803
orangetin/OpenHermes-Mixtral-8x7B,-0.4319572,-0.31738853,-0.31859636,-0.2678569,-0.050739467
pansophic/gemma-2b-sft-preview,-1.0986212,-1.2659602,-1.020105,-1.1385857,0.11848068
pinkyponky/SOLAR-10.7B-dpo-instruct-tuned-v0.1,-0.09177656,-0.017487928,0.03936449,0.007432905,0.031931587
prince-canuma/Llama-3-6B-v0.1,-0.505872,-0.43085748,-0.3963745,-0.3720142,-0.0243603
qblocks/falcon_7b_DolphinCoder,-1.6381755,-1.9047883,-1.5878601,-1.7249894,0.1371293
quantumaikr/QuantumLM-70B-hf,-0.56408745,-0.4101417,-0.45763266,-0.35299844,-0.104634225
quantumaikr/QuantumLM-llama2-70B-Korean-LoRA,0.10572175,0.59235454,0.24718545,0.56722975,-0.32004428
quantumaikr/llama-2-70b-fb16-guanaco-1k,0.18498436,0.81643206,0.33059087,0.7729187,-0.44232783
quantumaikr/llama-2-70b-fb16-orca-chat-10k,0.105422735,0.6238257,0.2468708,0.5961183,-0.34924746
quantumaikr/quantumairk-llama-2-70B-instruct,0.1541208,0.6942195,0.29811418,0.66073537,-0.3626212
raincandy-u/Llama-3-5B-Sheard,-0.2113393,-0.09249951,-0.08644743,-0.06142298,-0.025024451
raincandy-u/Llama-3-Aplite-Instruct-4x8B,-0.14434853,0.012240155,-0.015955264,0.034721404,-0.050676666
raincandy-u/Llama-3-Aplite-Instruct-4x8B-MoE,-0.1422806,-0.004911263,-0.01377924,0.01897749,-0.03275673
raincandy-u/phillama-3.8b-v0.1,0.30679566,-0.11862365,0.4587689,-0.08540329,0.54417217
refine-ai/Power-Llama-3-13b-Instruct,-0.28206474,-0.2220012,-0.16086948,-0.18029733,0.01942785
refuelai/Llama-3-Refueled,-0.2822789,-0.24678482,-0.16109483,-0.20304713,0.041952297
rhysjones/Phi-3-mini-mango-1,0.29392856,0.29240602,0.4452293,0.29189593,0.15333337
rhysjones/Phi-3-mini-mango-1-llamafied,0.28088826,-0.103834845,0.4315074,-0.071828105,0.50333554
rinna/llama-3-youko-8b,-0.5972434,-0.45288688,-0.4925216,-0.3922358,-0.10028583
rmihaylov/Llama-3-DARE-v1-8B,-0.09304707,0.053549707,0.038027577,0.072640955,-0.03461338
rmihaylov/Llama-3-DARE-v2-8B,-0.13741377,0.034245692,-0.008658041,0.054921094,-0.063579135
rmihaylov/Llama-3-DARE-v3-8B,-0.14845398,0.005570902,-0.020275291,0.028599452,-0.048874743
rombodawg/Everyone-Coder-33b-Base,-1.1407535,-1.384776,-1.0644393,-1.2476511,0.1832118
rombodawg/Llama-3-8B-Base-Coder-v3.5-10k,-0.25637427,-0.16505525,-0.13383625,-0.12802455,-0.005811706
rombodawg/Llama-3-8B-Instruct-Coder,-0.20632249,-0.055718318,-0.08116841,-0.027660174,-0.053508237
rombodawg/test_dataset_Codellama-3-8B,-0.1848269,-0.042486127,-0.05854931,-0.015513861,-0.04303545
rufjdk5480/mixtral-ko-qna-merged,0.4266485,0.46940914,0.5848861,0.4543736,0.13051248
ruslanmv/Medical-Mixtral-7B-v2k,-0.65028524,-0.57592607,-0.5483358,-0.505178,-0.043157816
ryan0712/llama-3-8b-DUS-initialized,-0.8808104,-1.090642,-0.79090977,-0.97765464,0.18674487
ryan0712/llama-3-8b-slow-DUS-max-method2,-1.6375362,-1.9940596,-1.5871874,-1.8069348,0.21974742
ryan0712/llama-3-8b-slow-DUS-method-1,-0.6133801,-0.7079019,-0.5095017,-0.6263234,0.11682171
ryan0712/llama-3-8b-slow-DUS-random-method2,-1.4711032,-1.7231585,-1.4120554,-1.5582647,0.14620936
s1ghhh/medllama-2-70b-qlora-1.1,0.19311574,0.8278707,0.33914724,0.7834187,-0.44427148
saucam/aqua-smaug-0.3-8B,-0.16040802,-0.00071563595,-0.032854132,0.022828808,-0.055682942
saucam/aqua-smaug-hermes-8B,-0.20599918,-0.12496718,-0.080828205,-0.09122625,0.010398045
scb10x/llama-3-typhoon-v1.5-8b,-0.28262866,-0.17900044,-0.16146287,-0.14082536,-0.020637512
scb10x/llama-3-typhoon-v1.5-8b-instruct,-0.28450766,-0.2709655,-0.1634401,-0.22524345,0.061803356
senseable/Wilbur-30B,1.7469195,2.0597682,1.9741638,1.9142227,0.059941053
seungduk/KoSOLAR-10.7B-v0.1,-0.20299949,-0.16967392,-0.07767173,-0.1322642,0.054592468
shenzhi-wang/Llama3-70B-Chinese-Chat,1.6336552,1.9004884,1.8549794,1.7680138,0.08696556
smelborp/MixtralOrochi8x7B,0.251206,0.38019383,0.4002737,0.3724796,0.027794123
smelborp/MixtralOrochi8x7B-Alt,0.19080508,0.3129044,0.33671585,0.31071213,0.026003718
sophosympatheia/Aurora-Nights-70B-v1.0,0.18446691,0.75760144,0.3300464,0.71891594,-0.38886955
sophosympatheia/Midnight-Rose-70B-v2.0.3,0.073460326,0.651075,0.21323782,0.6211314,-0.4078936
souvik0306/falcon_7b_3epoch_norobots,-1.51996,-1.737921,-1.4634659,-1.5718158,0.10834992
ssmits/Falcon2-5.5B-multilingual,-1.6622632,-1.9399105,-1.6132067,-1.7572294,0.1440227
statking/Meta-Llama-3-8B-Instruct-ORPO-QLoRA,-0.28250825,-0.11610412,-0.16133618,-0.08309052,-0.07824566
sumo43/SOLAR-10.7B-Instruct-DPO-v1.0,-0.2841292,-0.19651,-0.16304186,-0.15689802,-0.006143838
sumo43/Yi-34b-x2,1.7399778,1.9926593,1.9668592,1.852621,0.11423826
tenyx/Llama3-TenyxChat-70B,1.7529796,1.9575186,1.9805406,1.8203639,0.16017675
theo77186/Llama-3-8B-Instruct-norefusal,-0.17953728,-0.038211774,-0.052983224,-0.011590274,-0.041392952
thomasgauthier/Unmixtraled-22B-v0.1-expert-2,-1.837488,-2.0994132,-1.7975901,-1.9036427,0.10605252
tiiuae/falcon-11B,-0.7454233,-0.69478685,-0.64844644,-0.61428463,-0.034161806
tiiuae/falcon-180B,0.044614244,0.47750416,0.18288404,0.46180433,-0.2789203
tiiuae/falcon-40b,-0.80965275,-0.75548863,-0.7160329,-0.670005,-0.0460279
tiiuae/falcon-7b,-1.6353388,-1.8391407,-1.5848751,-1.6647291,0.07985401
tiiuae/falcon-7b-instruct,-1.7485272,-1.9431247,-1.7039795,-1.7601799,0.056200385
timdettmers/guanaco-33b-merged,-0.95639926,-0.9197931,-0.8704494,-0.8208262,-0.04962325
tokyotech-llm/Swallow-70b-instruct-hf,-0.20128483,0.05589766,-0.075867444,0.07479623,-0.15066367
tyson0420/mixtral_stack_llama,-1.4880246,-1.7709708,-1.4298613,-1.6021535,0.17229223
unit-mesh/autodev-deepseek-6.7b-finetunes-poc,-1.3095781,-1.5656731,-1.2420878,-1.4137032,0.17161536
unsloth/Phi-3-medium-4k-instruct,1.4135174,1.4998941,1.6233356,1.4002936,0.22304201
unsloth/Phi-3-mini-4k-instruct,0.307939,0.28121826,0.459972,0.28162628,0.17834571
upstage/Llama-2-70b-instruct,0.20909926,0.71994644,0.35596618,0.684351,-0.32838485
upstage/Llama-2-70b-instruct-v2,0.25441536,0.8559163,0.40365082,0.8091628,-0.40551198
upstage/SOLAR-0-70b-16bit,0.27294213,0.87947637,0.42314595,0.8307894,-0.40764344
upstage/SOLAR-10.7B-Instruct-v1.0,-0.103619695,-0.019128963,0.02690235,0.0059265387,0.020975811
upstage/SOLAR-10.7B-v1.0,-0.15021186,-0.15866484,-0.022125045,-0.12215856,0.100033514
upstage/llama-30b-instruct,-0.74779767,-0.54280436,-0.6509449,-0.47477433,-0.17617056
upstage/llama-30b-instruct-2048,-0.5774705,-0.36695734,-0.47171518,-0.31335792,-0.15835726
uukuguy/speechless-codellama-34b-v1.9,-0.800247,-0.84950644,-0.7061356,-0.7563074,0.050171852
uukuguy/speechless-codellama-34b-v2.0,-0.85375077,-0.8989407,-0.76243585,-0.8016849,0.039249063
uukuguy/speechless-codellama-dolphin-orca-platypus-34b,-0.9251739,-0.9817301,-0.837592,-0.87768036,0.040088356
uygarkurt/llama-3-merged-linear,0.04630169,0.10830195,0.18465967,0.12290006,0.061759613
v2ray/LLaMA-2-Wizard-70B-QLoRA,0.019030498,0.51621664,0.15596311,0.49733996,-0.34137684
vicgalle/Configurable-Hermes-2-Pro-Llama-3-8B,-0.29320985,-0.15035443,-0.17259713,-0.11453014,-0.058066987
vicgalle/Configurable-Llama-3-8B-v0.1,-0.09017316,0.054202277,0.041051693,0.07323998,-0.03218829
vicgalle/Configurable-Llama-3-8B-v0.2,-0.1097954,0.042399816,0.02040386,0.062406063,-0.0420022
vicgalle/Configurable-Llama-3-8B-v0.3,-0.088964924,0.008446211,0.042323083,0.031238804,0.011084279
vicgalle/Configurable-Yi-1.5-9B-Chat,0.49040553,0.030050911,0.6519755,0.05107055,0.60090494
vicgalle/ConfigurableSOLAR-10.7B,-0.08704496,0.022278212,0.044343393,0.043935705,0.00040768832
vicgalle/Miqu-6B-truthy,-1.4624532,-1.7853184,-1.4029534,-1.6153237,0.21237028
vicgalle/OpenHermes-Gemma-2B,-1.360661,-1.5417713,-1.2958407,-1.3917629,0.09592211
vicgalle/SOLAR-13B-Instruct-v1.0,-0.81015474,-0.8731916,-0.71656114,-0.77804893,0.061487794
vicgalle/Unsafe-Llama-3-8B,-0.1122455,-0.0072130268,0.017825698,0.016864615,0.0009610839
vicgalle/franken-SOLAR-18B-v1.0,-0.33238325,-0.2918307,-0.21381798,-0.2443964,0.03057842
vicgalle/solarized-13B-dpo,-0.63146126,-0.6508393,-0.5285279,-0.5739436,0.0454157
vicgalle/solarized-18B-dpo,-0.27570194,-0.24813448,-0.15417412,-0.20428604,0.05011192
vihangd/neuralfalcon-1b-v1,-1.493418,-1.8484346,-1.4355365,-1.6732603,0.23772383
vistagi/Mixtral-8x7b-v0.1-dpo,0.3715156,0.49200952,0.52687156,0.47511935,0.05175221
vistagi/Mixtral-8x7b-v0.1-sft,0.37457067,0.5137492,0.53008634,0.495075,0.03501135
vonjack/phi-3-mini-4k-instruct-llamafied,0.29378703,-0.087448835,0.44508034,-0.056786783,0.5018671
wandb/gemma-2b-zephyr-dpo,-1.2866479,-1.4302666,-1.2179592,-1.2894086,0.0714494
wandb/gemma-2b-zephyr-sft,-1.2570206,-1.406391,-1.1867833,-1.2674923,0.08070898
wenbopan/Faro-Yi-34B,1.60918,1.9049846,1.829225,1.772141,0.057083964
wenbopan/Faro-Yi-34B-200K,1.5944438,1.8812715,1.8137186,1.7503738,0.06334472
willyninja30/ARIA-70B-French,-0.4263243,-0.1266667,-0.31266907,-0.0927863,-0.21988277
win10/Meta-Llama-3-15B-Instruct,-0.118481785,0.029413523,0.011263462,0.05048547,-0.03922201
yanolja/KoSOLAR-10.7B-v0.2,-0.2955757,-0.2265441,-0.17508663,-0.18446742,0.009380788
