corpus,criterion,criterion_alt,WSCG_Nodes,WSCG_Depth,word_count
MATH,5,,10,4.5,26
MATH,2,,5,5.5,12
MATH,2,,17,8.5,29
MATH,5,,27,6.0,53
MATH,3,,23,5.5,52
MATH,5,,19,3.0,34
MATH,4,,50,24.5,56
MATH,3,,26,10.5,31
MATH,5,,10,4.0,15
MATH,5,,12,4.5,12
MATH,2,,19,4.0,36
MATH,5,,41,14.5,33
MATH,5,,15,2.0,23
MATH,1,,3,0.5,5
MATH,3,,20,4.0,26
MATH,3,,9,6.0,10
MATH,5,,13,3.5,17
MATH,5,,28,8.5,28
MATH,2,,11,2.5,20
MATH,5,,43,12.0,52
MATH,5,,31,7.0,59
MATH,3,,22,4.0,31
MATH,3,,18,3.0,24
MATH,5,,28,3.5,71
MATH,3,,2,2.0,2
MATH,1,,5,5.0,8
MATH,5,,35,13.5,42
MATH,4,,35,6.0,77
MATH,1,,10,3.5,10
MATH,2,,35,9.0,30
MATH,3,,9,3.5,11
MATH,3,,8,4.0,17
MATH,5,,21,4.0,31
MATH,2,,21,6.0,17
MATH,5,,17,4.0,23
MATH,5,,34,10.0,42
MATH,4,,23,10.0,26
MATH,4,,7,4.5,9
MATH,2,,21,5.0,33
MATH,3,,5,2.0,3
MATH,5,,20,4.0,37
MATH,4,,12,1.0,19
MATH,3,,16,4.5,30
MATH,3,,18,8.0,45
MATH,4,,19,4.5,44
MATH,3,,6,2.0,11
MATH,2,,4,3.0,3
MATH,4,,40,8.5,25
MATH,4,,21,3.0,38
MATH,4,,12,3.0,20
MATH,5,,23,3.0,46
MATH,3,,15,6.0,21
MATH,5,,28,3.0,52
MATH,4,,15,3.5,16
MATH,5,,17,5.5,10
MATH,5,,22,3.0,47
MATH,2,,16,4.5,17
MATH,4,,39,8.5,32
MATH,4,,10,3.5,15
MATH,2,,17,5.5,11
MATH,4,,12,4.0,20
MATH,4,,11,6.0,19
MATH,2,,8,6.0,6
MATH,1,,11,4.0,20
MATH,5,,33,6.0,36
MATH,1,,10,2.5,21
MATH,2,,13,3.0,19
MATH,2,,2,4.0,2
MATH,5,,5,2.5,11
MATH,1,,12,6.0,8
MATH,3,,12,3.0,16
MATH,5,,27,10.0,22
MATH,1,,18,7.5,21
MATH,5,,25,3.5,43
MATH,4,,5,1.0,13
MATH,4,,15,4.0,17
MATH,4,,5,2.5,6
MATH,2,,13,2.0,19
MATH,1,,8,4.0,7
MATH,2,,15,5.0,30
MATH,2,,6,2.0,6
MATH,3,,12,3.0,17
MATH,4,,20,9.0,27
MATH,5,,19,7.0,26
MATH,4,,14,2.0,13
MATH,2,,8,2.5,8
MATH,5,,32,6.0,40
MATH,2,,22,6.5,41
MATH,5,,36,6.0,58
MATH,3,,13,6.0,9
MATH,5,,41,12.5,46
MATH,4,,9,2.0,11
MATH,1,,29,4.0,54
MATH,1,,13,3.5,15
MATH,5,,20,6.0,22
MATH,5,,33,6.0,58
MATH,4,,15,6.0,18
MATH,3,,15,6.0,21
MATH,2,,5,3.0,2
MATH,5,,13,2.0,27
MATH,5,,23,3.5,47
MATH,3,,7,1.0,10
MATH,2,,11,4.0,15
MATH,5,,46,6.0,72
MATH,4,,3,3.0,4
MATH,3,,16,3.0,24
MATH,2,,8,1.0,12
MATH,5,,129,34.0,54
MATH,1,,10,8.0,6
MATH,4,,19,7.0,20
MATH,5,,22,4.0,21
MATH,1,,8,3.0,7
MATH,2,,10,2.0,9
MATH,4,,41,19.0,46
MATH,5,,29,4.5,45
MATH,3,,10,2.0,18
MATH,4,,11,6.5,7
MATH,1,,3,2.0,2
MATH,4,,13,4.0,16
MATH,5,,10,2.0,12
MATH,1,,6,6.0,6
MATH,3,,17,5.0,20
MATH,1,,9,8.5,12
MATH,5,,29,3.0,61
MATH,4,,10,6.5,2
MATH,4,,42,8.5,38
MATH,1,,8,4.0,11
MATH,3,,6,5.0,11
MATH,4,,24,5.0,52
MATH,4,,5,4.0,4
MATH,3,,15,1.0,20
MATH,3,,19,8.5,15
MATH,4,,21,5.0,36
